lang,n,date
en,276154,2021-09-12
es,33022,2021-09-12
in,11450,2021-09-12
fr,11291,2021-09-12
und,11282,2021-09-12
pt,10280,2021-09-12
it,6765,2021-09-12
tr,6434,2021-09-12
tl,5238,2021-09-12
de,4698,2021-09-12
ja,4149,2021-09-12
nl,3449,2021-09-12
pl,1115,2021-09-12
ca,895,2021-09-12
hi,866,2021-09-12
ru,716,2021-09-12
el,631,2021-09-12
sv,574,2021-09-12
et,513,2021-09-12
zh,496,2021-09-12
cs,435,2021-09-12
ar,409,2021-09-12
ro,358,2021-09-12
th,338,2021-09-12
sl,268,2021-09-12
vi,257,2021-09-12
ta,236,2021-09-12
fi,206,2021-09-12
lv,177,2021-09-12
da,148,2021-09-12
uk,142,2021-09-12
ht,133,2021-09-12
mr,114,2021-09-12
ml,113,2021-09-12
no,94,2021-09-12
bn,91,2021-09-12
hu,79,2021-09-12
fa,78,2021-09-12
iw,75,2021-09-12
kn,72,2021-09-12
ko,67,2021-09-12
ur,53,2021-09-12
lt,51,2021-09-12
te,51,2021-09-12
cy,47,2021-09-12
bg,44,2021-09-12
si,44,2021-09-12
or,41,2021-09-12
gu,39,2021-09-12
is,30,2021-09-12
eu,23,2021-09-12
sr,18,2021-09-12
ne,14,2021-09-12
pa,12,2021-09-12
am,9,2021-09-12
my,9,2021-09-12
ckb,2,2021-09-12
dv,2,2021-09-12
km,1,2021-09-12
lo,1,2021-09-12
