lang,n,date
en,383702,2020-07-18
es,108372,2020-07-18
pt,33778,2020-07-18
und,23776,2020-07-18
fr,14869,2020-07-18
in,13855,2020-07-18
tl,8360,2020-07-18
it,7224,2020-07-18
ja,4687,2020-07-18
hi,4209,2020-07-18
ca,4070,2020-07-18
tr,3000,2020-07-18
de,2845,2020-07-18
nl,1950,2020-07-18
ru,1769,2020-07-18
ar,1018,2020-07-18
ro,963,2020-07-18
ta,850,2020-07-18
et,815,2020-07-18
gu,706,2020-07-18
pl,568,2020-07-18
sv,513,2020-07-18
mr,463,2020-07-18
el,451,2020-07-18
th,440,2020-07-18
ml,394,2020-07-18
kn,360,2020-07-18
bn,331,2020-07-18
cs,316,2020-07-18
lt,305,2020-07-18
zh,298,2020-07-18
ur,279,2020-07-18
te,265,2020-07-18
lv,206,2020-07-18
fi,197,2020-07-18
uk,191,2020-07-18
fa,163,2020-07-18
da,142,2020-07-18
ht,140,2020-07-18
or,130,2020-07-18
vi,125,2020-07-18
cy,112,2020-07-18
no,102,2020-07-18
sl,101,2020-07-18
hu,97,2020-07-18
iw,91,2020-07-18
eu,70,2020-07-18
ko,65,2020-07-18
bg,58,2020-07-18
pa,45,2020-07-18
ne,40,2020-07-18
sr,31,2020-07-18
is,27,2020-07-18
si,24,2020-07-18
hy,15,2020-07-18
ps,12,2020-07-18
my,5,2020-07-18
ckb,4,2020-07-18
km,2,2020-07-18
am,1,2020-07-18
dv,1,2020-07-18
lo,1,2020-07-18
