lang,n,date
en,254692,2020-09-19
es,75606,2020-09-19
in,20526,2020-09-19
fr,18456,2020-09-19
pt,17782,2020-09-19
und,13426,2020-09-19
it,7255,2020-09-19
tl,6297,2020-09-19
tr,6111,2020-09-19
de,3228,2020-09-19
ca,2695,2020-09-19
ja,2651,2020-09-19
nl,2354,2020-09-19
hi,1933,2020-09-19
ru,1302,2020-09-19
pl,1052,2020-09-19
cs,837,2020-09-19
el,575,2020-09-19
ro,565,2020-09-19
et,544,2020-09-19
ar,479,2020-09-19
sv,306,2020-09-19
mr,285,2020-09-19
ta,279,2020-09-19
da,270,2020-09-19
zh,225,2020-09-19
ml,213,2020-09-19
uk,206,2020-09-19
th,190,2020-09-19
ur,185,2020-09-19
lt,157,2020-09-19
gu,155,2020-09-19
kn,146,2020-09-19
lv,146,2020-09-19
fi,132,2020-09-19
bn,127,2020-09-19
sl,124,2020-09-19
te,118,2020-09-19
ko,109,2020-09-19
hu,107,2020-09-19
or,103,2020-09-19
vi,101,2020-09-19
ht,93,2020-09-19
is,85,2020-09-19
fa,84,2020-09-19
no,82,2020-09-19
cy,81,2020-09-19
iw,57,2020-09-19
eu,56,2020-09-19
bg,55,2020-09-19
pa,35,2020-09-19
ne,28,2020-09-19
my,23,2020-09-19
si,11,2020-09-19
hy,7,2020-09-19
sr,6,2020-09-19
am,3,2020-09-19
bo,3,2020-09-19
ps,3,2020-09-19
km,2,2020-09-19
sd,2,2020-09-19
ckb,1,2020-09-19
dv,1,2020-09-19
ka,1,2020-09-19
lo,1,2020-09-19
