lang,n,date
en,246363,2022-02-21
es,34239,2022-02-21
pt,14722,2022-02-21
in,14075,2022-02-21
fr,12707,2022-02-21
it,9006,2022-02-21
und,7999,2022-02-21
tr,4875,2022-02-21
de,4823,2022-02-21
ja,3284,2022-02-21
tl,2247,2022-02-21
nl,2096,2022-02-21
pl,1527,2022-02-21
ca,1198,2022-02-21
ru,1023,2022-02-21
hi,706,2022-02-21
el,667,2022-02-21
th,530,2022-02-21
sv,493,2022-02-21
cs,469,2022-02-21
et,429,2022-02-21
ar,398,2022-02-21
ro,342,2022-02-21
zh,332,2022-02-21
vi,205,2022-02-21
da,164,2022-02-21
lv,162,2022-02-21
fi,161,2022-02-21
no,153,2022-02-21
uk,147,2022-02-21
ht,121,2022-02-21
is,106,2022-02-21
ta,100,2022-02-21
mr,86,2022-02-21
sl,84,2022-02-21
ko,76,2022-02-21
bn,70,2022-02-21
cy,69,2022-02-21
ml,64,2022-02-21
ur,63,2022-02-21
gu,52,2022-02-21
or,48,2022-02-21
te,45,2022-02-21
hu,44,2022-02-21
bg,36,2022-02-21
eu,35,2022-02-21
iw,31,2022-02-21
lt,29,2022-02-21
kn,25,2022-02-21
fa,22,2022-02-21
si,12,2022-02-21
ne,11,2022-02-21
my,9,2022-02-21
pa,9,2022-02-21
sr,9,2022-02-21
hy,5,2022-02-21
km,5,2022-02-21
ka,2,2022-02-21
lo,1,2022-02-21
ps,1,2022-02-21
