lang,n,date
en,403594,2021-07-26
es,73575,2021-07-26
in,36240,2021-07-26
fr,27761,2021-07-26
pt,17853,2021-07-26
und,17455,2021-07-26
it,10426,2021-07-26
de,6904,2021-07-26
tr,6084,2021-07-26
tl,5952,2021-07-26
ja,5756,2021-07-26
nl,4905,2021-07-26
pl,3628,2021-07-26
ca,2393,2021-07-26
ru,1724,2021-07-26
th,1392,2021-07-26
hi,1293,2021-07-26
el,1014,2021-07-26
ar,1010,2021-07-26
cs,685,2021-07-26
sv,594,2021-07-26
et,521,2021-07-26
zh,512,2021-07-26
ro,466,2021-07-26
fi,378,2021-07-26
vi,371,2021-07-26
lv,342,2021-07-26
ta,274,2021-07-26
ht,268,2021-07-26
uk,268,2021-07-26
da,252,2021-07-26
sl,184,2021-07-26
ur,184,2021-07-26
ko,181,2021-07-26
bn,180,2021-07-26
ml,169,2021-07-26
mr,141,2021-07-26
is,133,2021-07-26
no,130,2021-07-26
fa,117,2021-07-26
hu,95,2021-07-26
cy,86,2021-07-26
or,70,2021-07-26
gu,67,2021-07-26
kn,62,2021-07-26
lt,61,2021-07-26
eu,60,2021-07-26
te,59,2021-07-26
iw,58,2021-07-26
my,57,2021-07-26
ne,42,2021-07-26
bg,41,2021-07-26
si,21,2021-07-26
pa,12,2021-07-26
sr,11,2021-07-26
am,5,2021-07-26
hy,5,2021-07-26
ka,5,2021-07-26
km,5,2021-07-26
ps,4,2021-07-26
lo,3,2021-07-26
ckb,2,2021-07-26
dv,2,2021-07-26
