lang,n,date
en,939277,2020-04-15
es,276003,2020-04-15
pt,88855,2020-04-15
fr,66843,2020-04-15
und,66573,2020-04-15
in,41574,2020-04-15
it,32002,2020-04-15
ja,16822,2020-04-15
de,14350,2020-04-15
tr,12884,2020-04-15
ca,11876,2020-04-15
tl,10104,2020-04-15
hi,9612,2020-04-15
nl,7233,2020-04-15
ru,5291,2020-04-15
ar,3911,2020-04-15
th,2458,2020-04-15
ro,2443,2020-04-15
pl,1987,2020-04-15
sv,1820,2020-04-15
el,1781,2020-04-15
ta,1648,2020-04-15
et,1613,2020-04-15
uk,1603,2020-04-15
ur,1452,2020-04-15
zh,1113,2020-04-15
lt,994,2020-04-15
cs,979,2020-04-15
mr,971,2020-04-15
da,875,2020-04-15
fi,832,2020-04-15
lv,597,2020-04-15
kn,571,2020-04-15
ht,566,2020-04-15
te,553,2020-04-15
vi,523,2020-04-15
ml,515,2020-04-15
fa,513,2020-04-15
bn,506,2020-04-15
gu,418,2020-04-15
no,414,2020-04-15
sl,322,2020-04-15
cy,297,2020-04-15
ne,277,2020-04-15
iw,271,2020-04-15
ko,263,2020-04-15
eu,258,2020-04-15
or,224,2020-04-15
bg,202,2020-04-15
hu,147,2020-04-15
pa,125,2020-04-15
is,81,2020-04-15
si,78,2020-04-15
sr,74,2020-04-15
ps,65,2020-04-15
my,49,2020-04-15
hy,42,2020-04-15
ckb,31,2020-04-15
am,28,2020-04-15
ka,15,2020-04-15
sd,14,2020-04-15
dv,13,2020-04-15
lo,11,2020-04-15
km,9,2020-04-15
bo,7,2020-04-15
