lang,n,date
en,283551,2021-12-10
es,41213,2021-12-10
fr,18381,2021-12-10
pt,14144,2021-12-10
und,10297,2021-12-10
it,9909,2021-12-10
de,9252,2021-12-10
in,7559,2021-12-10
nl,4301,2021-12-10
pl,3911,2021-12-10
ja,2721,2021-12-10
tr,2349,2021-12-10
ca,2025,2021-12-10
tl,1964,2021-12-10
ru,1246,2021-12-10
el,1118,2021-12-10
sv,986,2021-12-10
hi,738,2021-12-10
cs,735,2021-12-10
fi,520,2021-12-10
da,401,2021-12-10
et,395,2021-12-10
ro,393,2021-12-10
ar,311,2021-12-10
zh,290,2021-12-10
no,277,2021-12-10
th,262,2021-12-10
lv,248,2021-12-10
uk,190,2021-12-10
vi,173,2021-12-10
ta,148,2021-12-10
sl,146,2021-12-10
ko,135,2021-12-10
ht,128,2021-12-10
mr,123,2021-12-10
hu,114,2021-12-10
cy,94,2021-12-10
gu,86,2021-12-10
ur,76,2021-12-10
te,74,2021-12-10
kn,67,2021-12-10
eu,65,2021-12-10
bn,62,2021-12-10
ml,57,2021-12-10
is,44,2021-12-10
lt,42,2021-12-10
fa,41,2021-12-10
or,39,2021-12-10
iw,35,2021-12-10
bg,33,2021-12-10
si,17,2021-12-10
pa,14,2021-12-10
hy,10,2021-12-10
ne,8,2021-12-10
sr,6,2021-12-10
my,4,2021-12-10
am,3,2021-12-10
km,3,2021-12-10
lo,2,2021-12-10
sd,1,2021-12-10
