lang,n,date
en,423373,2021-04-01
es,93990,2021-04-01
pt,63726,2021-04-01
fr,28138,2021-04-01
und,16279,2021-04-01
it,15915,2021-04-01
in,11461,2021-04-01
de,10947,2021-04-01
tl,8029,2021-04-01
tr,7053,2021-04-01
nl,3811,2021-04-01
ja,3755,2021-04-01
pl,3549,2021-04-01
hi,2871,2021-04-01
ca,2860,2021-04-01
ru,1611,2021-04-01
el,1482,2021-04-01
sv,1106,2021-04-01
et,856,2021-04-01
cs,826,2021-04-01
ro,794,2021-04-01
ar,522,2021-04-01
mr,512,2021-04-01
lv,415,2021-04-01
sl,407,2021-04-01
zh,382,2021-04-01
ur,363,2021-04-01
da,330,2021-04-01
ht,321,2021-04-01
fi,319,2021-04-01
uk,277,2021-04-01
gu,234,2021-04-01
th,233,2021-04-01
ta,231,2021-04-01
te,165,2021-04-01
hu,161,2021-04-01
cy,152,2021-04-01
bn,138,2021-04-01
no,135,2021-04-01
ml,131,2021-04-01
kn,127,2021-04-01
vi,124,2021-04-01
lt,118,2021-04-01
bg,92,2021-04-01
ko,78,2021-04-01
or,68,2021-04-01
eu,58,2021-04-01
fa,56,2021-04-01
is,45,2021-04-01
ne,38,2021-04-01
pa,36,2021-04-01
iw,32,2021-04-01
my,17,2021-04-01
si,17,2021-04-01
sr,15,2021-04-01
hy,7,2021-04-01
km,5,2021-04-01
am,4,2021-04-01
lo,4,2021-04-01
bo,2,2021-04-01
ckb,2,2021-04-01
ka,2,2021-04-01
ps,2,2021-04-01
sd,2,2021-04-01
