lang,n,date
en,461086,2020-12-12
es,68834,2020-12-12
pt,31446,2020-12-12
und,17290,2020-12-12
fr,16244,2020-12-12
de,15338,2020-12-12
in,12490,2020-12-12
it,10573,2020-12-12
tr,8656,2020-12-12
nl,5321,2020-12-12
ja,4803,2020-12-12
tl,4462,2020-12-12
ca,2277,2020-12-12
pl,1750,2020-12-12
ru,1614,2020-12-12
el,1424,2020-12-12
hi,1353,2020-12-12
sv,952,2020-12-12
cs,761,2020-12-12
et,637,2020-12-12
ro,624,2020-12-12
ar,563,2020-12-12
lv,490,2020-12-12
th,348,2020-12-12
da,322,2020-12-12
uk,315,2020-12-12
zh,282,2020-12-12
ko,275,2020-12-12
sl,264,2020-12-12
ta,257,2020-12-12
ht,243,2020-12-12
fi,211,2020-12-12
ur,205,2020-12-12
lt,203,2020-12-12
ml,149,2020-12-12
hu,127,2020-12-12
cy,123,2020-12-12
mr,116,2020-12-12
no,113,2020-12-12
vi,104,2020-12-12
gu,103,2020-12-12
bg,86,2020-12-12
fa,85,2020-12-12
bn,71,2020-12-12
te,55,2020-12-12
kn,53,2020-12-12
iw,47,2020-12-12
is,34,2020-12-12
ne,33,2020-12-12
or,33,2020-12-12
si,28,2020-12-12
eu,26,2020-12-12
pa,25,2020-12-12
my,16,2020-12-12
sr,15,2020-12-12
ps,9,2020-12-12
hy,7,2020-12-12
ckb,5,2020-12-12
lo,3,2020-12-12
dv,2,2020-12-12
bo,1,2020-12-12
ka,1,2020-12-12
km,1,2020-12-12
