lang,n,date
en,807909,2021-01-04
es,106090,2021-01-04
pt,38584,2021-01-04
fr,28653,2021-01-04
und,22695,2021-01-04
in,18698,2021-01-04
de,17896,2021-01-04
it,15256,2021-01-04
nl,6874,2021-01-04
ja,5484,2021-01-04
tl,5208,2021-01-04
tr,5077,2021-01-04
ca,4619,2021-01-04
pl,3447,2021-01-04
el,2450,2021-01-04
hi,2114,2021-01-04
ru,2105,2021-01-04
th,1738,2021-01-04
sv,1391,2021-01-04
cs,1220,2021-01-04
ro,1162,2021-01-04
et,841,2021-01-04
ar,734,2021-01-04
lv,519,2021-01-04
da,469,2021-01-04
fi,469,2021-01-04
zh,425,2021-01-04
ht,420,2021-01-04
no,353,2021-01-04
ta,347,2021-01-04
sl,321,2021-01-04
uk,299,2021-01-04
mr,231,2021-01-04
ml,172,2021-01-04
ur,158,2021-01-04
cy,157,2021-01-04
hu,155,2021-01-04
bn,146,2021-01-04
kn,129,2021-01-04
vi,122,2021-01-04
ko,120,2021-01-04
gu,114,2021-01-04
lt,114,2021-01-04
bg,106,2021-01-04
te,97,2021-01-04
is,83,2021-01-04
eu,82,2021-01-04
fa,80,2021-01-04
iw,55,2021-01-04
or,48,2021-01-04
si,34,2021-01-04
ne,23,2021-01-04
sr,21,2021-01-04
pa,12,2021-01-04
my,10,2021-01-04
am,8,2021-01-04
ckb,8,2021-01-04
ka,5,2021-01-04
bo,2,2021-01-04
dv,2,2021-01-04
hy,2,2021-01-04
km,2,2021-01-04
lo,2,2021-01-04
