lang,n,date
en,394003,2021-08-07
es,52274,2021-08-07
fr,23244,2021-08-07
in,19668,2021-08-07
pt,18329,2021-08-07
und,15532,2021-08-07
it,7571,2021-08-07
tl,5543,2021-08-07
ja,4929,2021-08-07
de,4679,2021-08-07
tr,4243,2021-08-07
nl,2961,2021-08-07
pl,1533,2021-08-07
hi,1315,2021-08-07
ca,1188,2021-08-07
ru,1030,2021-08-07
th,792,2021-08-07
cs,631,2021-08-07
ar,562,2021-08-07
et,494,2021-08-07
sv,492,2021-08-07
zh,458,2021-08-07
el,427,2021-08-07
fi,405,2021-08-07
ro,366,2021-08-07
vi,305,2021-08-07
ta,291,2021-08-07
da,253,2021-08-07
ht,214,2021-08-07
ml,206,2021-08-07
ur,206,2021-08-07
mr,194,2021-08-07
uk,189,2021-08-07
lv,165,2021-08-07
bn,152,2021-08-07
sl,141,2021-08-07
gu,132,2021-08-07
is,125,2021-08-07
ko,123,2021-08-07
kn,113,2021-08-07
no,107,2021-08-07
hu,94,2021-08-07
te,81,2021-08-07
or,75,2021-08-07
fa,73,2021-08-07
iw,71,2021-08-07
cy,67,2021-08-07
lt,66,2021-08-07
ne,62,2021-08-07
bg,37,2021-08-07
si,35,2021-08-07
eu,22,2021-08-07
pa,22,2021-08-07
my,18,2021-08-07
sr,13,2021-08-07
lo,7,2021-08-07
am,5,2021-08-07
dv,3,2021-08-07
ka,3,2021-08-07
km,3,2021-08-07
ps,2,2021-08-07
sd,2,2021-08-07
bo,1,2021-08-07
ckb,1,2021-08-07
hy,1,2021-08-07
