lang,n,date
en,300178,2021-05-16
es,58509,2021-05-16
pt,30229,2021-05-16
in,14990,2021-05-16
fr,12578,2021-05-16
und,11907,2021-05-16
hi,11842,2021-05-16
tr,7680,2021-05-16
it,7084,2021-05-16
tl,4956,2021-05-16
ja,4896,2021-05-16
de,4577,2021-05-16
nl,2774,2021-05-16
et,1511,2021-05-16
ta,1199,2021-05-16
pl,1171,2021-05-16
ca,1088,2021-05-16
ru,926,2021-05-16
th,740,2021-05-16
el,704,2021-05-16
ro,627,2021-05-16
sv,598,2021-05-16
ht,558,2021-05-16
ar,547,2021-05-16
bn,543,2021-05-16
mr,525,2021-05-16
ml,483,2021-05-16
kn,456,2021-05-16
zh,438,2021-05-16
cs,429,2021-05-16
te,300,2021-05-16
gu,275,2021-05-16
da,262,2021-05-16
or,244,2021-05-16
fi,241,2021-05-16
vi,214,2021-05-16
ne,210,2021-05-16
ur,201,2021-05-16
lv,180,2021-05-16
uk,147,2021-05-16
sl,118,2021-05-16
hu,106,2021-05-16
no,101,2021-05-16
pa,99,2021-05-16
cy,81,2021-05-16
ko,78,2021-05-16
lt,56,2021-05-16
fa,48,2021-05-16
si,47,2021-05-16
is,39,2021-05-16
bg,35,2021-05-16
eu,32,2021-05-16
sr,14,2021-05-16
iw,7,2021-05-16
am,4,2021-05-16
my,4,2021-05-16
lo,3,2021-05-16
km,2,2021-05-16
ps,2,2021-05-16
dv,1,2021-05-16
