lang,n,date
en,384283,2021-04-05
es,104712,2021-04-05
pt,54142,2021-04-05
fr,19729,2021-04-05
de,17307,2021-04-05
und,14745,2021-04-05
in,12671,2021-04-05
it,11855,2021-04-05
tl,10840,2021-04-05
tr,5890,2021-04-05
hi,4640,2021-04-05
ja,3671,2021-04-05
nl,3642,2021-04-05
pl,2937,2021-04-05
ca,2255,2021-04-05
el,1541,2021-04-05
ru,1450,2021-04-05
et,1008,2021-04-05
ro,901,2021-04-05
mr,810,2021-04-05
ar,720,2021-04-05
cs,650,2021-04-05
sv,631,2021-04-05
th,477,2021-04-05
ta,474,2021-04-05
da,381,2021-04-05
gu,381,2021-04-05
ur,334,2021-04-05
uk,323,2021-04-05
ht,322,2021-04-05
fi,280,2021-04-05
zh,226,2021-04-05
sl,222,2021-04-05
kn,213,2021-04-05
te,210,2021-04-05
bn,203,2021-04-05
lv,193,2021-04-05
no,186,2021-04-05
ml,184,2021-04-05
hu,171,2021-04-05
or,149,2021-04-05
ko,112,2021-04-05
vi,105,2021-04-05
lt,104,2021-04-05
cy,82,2021-04-05
fa,64,2021-04-05
pa,60,2021-04-05
bg,48,2021-04-05
is,48,2021-04-05
iw,33,2021-04-05
ne,30,2021-04-05
sr,30,2021-04-05
eu,29,2021-04-05
si,22,2021-04-05
my,15,2021-04-05
hy,8,2021-04-05
am,6,2021-04-05
ps,6,2021-04-05
ckb,4,2021-04-05
ka,3,2021-04-05
km,3,2021-04-05
lo,3,2021-04-05
bo,2,2021-04-05
sd,1,2021-04-05
