lang,n,date
en,436727,2021-02-16
es,87654,2021-02-16
pt,30848,2021-02-16
fr,22958,2021-02-16
in,20574,2021-02-16
it,17672,2021-02-16
und,15424,2021-02-16
de,11443,2021-02-16
nl,8851,2021-02-16
tr,5505,2021-02-16
ja,3997,2021-02-16
tl,3675,2021-02-16
ca,3216,2021-02-16
pl,2337,2021-02-16
ru,1826,2021-02-16
el,1360,2021-02-16
cs,1073,2021-02-16
hi,969,2021-02-16
sv,883,2021-02-16
ro,807,2021-02-16
et,663,2021-02-16
ar,587,2021-02-16
lv,504,2021-02-16
da,414,2021-02-16
th,389,2021-02-16
uk,334,2021-02-16
zh,282,2021-02-16
fi,255,2021-02-16
mr,238,2021-02-16
ht,218,2021-02-16
vi,215,2021-02-16
sl,151,2021-02-16
no,148,2021-02-16
hu,143,2021-02-16
ta,142,2021-02-16
cy,131,2021-02-16
ur,122,2021-02-16
ml,109,2021-02-16
lt,98,2021-02-16
eu,96,2021-02-16
ko,84,2021-02-16
iw,81,2021-02-16
bg,76,2021-02-16
fa,70,2021-02-16
gu,68,2021-02-16
bn,54,2021-02-16
kn,51,2021-02-16
te,47,2021-02-16
is,38,2021-02-16
si,29,2021-02-16
sr,18,2021-02-16
ne,17,2021-02-16
or,16,2021-02-16
hy,9,2021-02-16
pa,7,2021-02-16
my,6,2021-02-16
ka,4,2021-02-16
am,2,2021-02-16
dv,2,2021-02-16
lo,2,2021-02-16
km,1,2021-02-16
