lang,n,date
en,249369,2021-11-24
es,43007,2021-11-24
fr,23871,2021-11-24
pt,18189,2021-11-24
de,16108,2021-11-24
it,13275,2021-11-24
und,11590,2021-11-24
nl,11414,2021-11-24
in,7730,2021-11-24
pl,4876,2021-11-24
tl,3317,2021-11-24
tr,3177,2021-11-24
ja,2849,2021-11-24
cs,2783,2021-11-24
ca,2249,2021-11-24
ru,2225,2021-11-24
el,1990,2021-11-24
hi,1214,2021-11-24
sv,685,2021-11-24
ro,576,2021-11-24
et,460,2021-11-24
da,446,2021-11-24
th,428,2021-11-24
ar,386,2021-11-24
lv,357,2021-11-24
zh,350,2021-11-24
fi,329,2021-11-24
uk,326,2021-11-24
sl,297,2021-11-24
vi,233,2021-11-24
ta,167,2021-11-24
hu,156,2021-11-24
no,141,2021-11-24
ht,117,2021-11-24
ur,104,2021-11-24
cy,95,2021-11-24
ko,93,2021-11-24
mr,93,2021-11-24
gu,86,2021-11-24
ml,82,2021-11-24
bn,68,2021-11-24
te,62,2021-11-24
eu,59,2021-11-24
bg,56,2021-11-24
fa,53,2021-11-24
iw,49,2021-11-24
is,48,2021-11-24
kn,42,2021-11-24
or,39,2021-11-24
lt,30,2021-11-24
pa,17,2021-11-24
ne,12,2021-11-24
si,12,2021-11-24
hy,11,2021-11-24
my,11,2021-11-24
sr,9,2021-11-24
am,3,2021-11-24
bo,1,2021-11-24
ka,1,2021-11-24
lo,1,2021-11-24
