lang,n,date
en,396332,2021-07-15
es,73658,2021-07-15
in,49929,2021-07-15
pt,33719,2021-07-15
fr,27668,2021-07-15
und,14764,2021-07-15
it,11370,2021-07-15
ja,4994,2021-07-15
de,4587,2021-07-15
tl,3965,2021-07-15
nl,3365,2021-07-15
ca,2702,2021-07-15
tr,2488,2021-07-15
hi,2047,2021-07-15
ru,1936,2021-07-15
pl,1910,2021-07-15
el,1465,2021-07-15
th,1259,2021-07-15
ar,837,2021-07-15
et,694,2021-07-15
cs,597,2021-07-15
sv,536,2021-07-15
ro,520,2021-07-15
ta,475,2021-07-15
zh,465,2021-07-15
lv,373,2021-07-15
vi,345,2021-07-15
ht,310,2021-07-15
bn,307,2021-07-15
da,291,2021-07-15
mr,289,2021-07-15
fi,267,2021-07-15
uk,255,2021-07-15
ml,237,2021-07-15
sl,230,2021-07-15
ur,200,2021-07-15
or,174,2021-07-15
kn,158,2021-07-15
ko,147,2021-07-15
te,127,2021-07-15
cy,123,2021-07-15
hu,113,2021-07-15
gu,107,2021-07-15
my,101,2021-07-15
no,100,2021-07-15
lt,87,2021-07-15
eu,59,2021-07-15
fa,53,2021-07-15
ne,52,2021-07-15
is,47,2021-07-15
iw,34,2021-07-15
bg,25,2021-07-15
pa,19,2021-07-15
si,17,2021-07-15
sr,13,2021-07-15
km,8,2021-07-15
lo,8,2021-07-15
hy,5,2021-07-15
am,4,2021-07-15
bo,2,2021-07-15
ka,2,2021-07-15
ps,2,2021-07-15
ckb,1,2021-07-15
dv,1,2021-07-15
sd,1,2021-07-15
