lang,n,date
en,375145,2021-08-08
es,49905,2021-08-08
fr,20947,2021-08-08
in,19491,2021-08-08
pt,16393,2021-08-08
und,15579,2021-08-08
it,7596,2021-08-08
tl,5366,2021-08-08
ja,5147,2021-08-08
de,5069,2021-08-08
tr,4221,2021-08-08
nl,3155,2021-08-08
pl,1580,2021-08-08
hi,1338,2021-08-08
ca,1092,2021-08-08
ru,969,2021-08-08
ar,906,2021-08-08
th,798,2021-08-08
fi,603,2021-08-08
zh,534,2021-08-08
sv,493,2021-08-08
el,489,2021-08-08
et,472,2021-08-08
cs,471,2021-08-08
ro,378,2021-08-08
vi,256,2021-08-08
ta,254,2021-08-08
mr,244,2021-08-08
ht,208,2021-08-08
sl,175,2021-08-08
ur,163,2021-08-08
da,162,2021-08-08
bn,161,2021-08-08
ml,155,2021-08-08
lv,154,2021-08-08
uk,135,2021-08-08
is,103,2021-08-08
no,102,2021-08-08
kn,95,2021-08-08
hu,91,2021-08-08
fa,73,2021-08-08
gu,68,2021-08-08
iw,68,2021-08-08
ko,68,2021-08-08
ne,64,2021-08-08
lt,57,2021-08-08
cy,53,2021-08-08
te,47,2021-08-08
bg,42,2021-08-08
or,42,2021-08-08
eu,26,2021-08-08
si,24,2021-08-08
sr,24,2021-08-08
my,21,2021-08-08
pa,21,2021-08-08
am,3,2021-08-08
hy,3,2021-08-08
km,3,2021-08-08
ckb,2,2021-08-08
lo,1,2021-08-08
ps,1,2021-08-08
