lang,n,date
en,315480,2022-02-01
es,57037,2022-02-01
pt,37271,2022-02-01
fr,22707,2022-02-01
und,12395,2022-02-01
in,11524,2022-02-01
it,10660,2022-02-01
de,6537,2022-02-01
tr,4931,2022-02-01
nl,4921,2022-02-01
ja,4037,2022-02-01
pl,2968,2022-02-01
tl,2377,2022-02-01
ca,2229,2022-02-01
ru,1601,2022-02-01
hi,1212,2022-02-01
cs,1165,2022-02-01
sv,1116,2022-02-01
el,871,2022-02-01
et,570,2022-02-01
ro,568,2022-02-01
ar,433,2022-02-01
lv,418,2022-02-01
da,375,2022-02-01
fi,330,2022-02-01
th,311,2022-02-01
zh,296,2022-02-01
uk,265,2022-02-01
no,237,2022-02-01
ta,176,2022-02-01
ht,155,2022-02-01
ml,142,2022-02-01
mr,124,2022-02-01
sl,123,2022-02-01
bn,104,2022-02-01
vi,101,2022-02-01
is,95,2022-02-01
ur,89,2022-02-01
eu,88,2022-02-01
cy,76,2022-02-01
te,75,2022-02-01
ko,67,2022-02-01
hu,57,2022-02-01
iw,57,2022-02-01
kn,52,2022-02-01
lt,51,2022-02-01
gu,48,2022-02-01
bg,47,2022-02-01
fa,47,2022-02-01
pa,35,2022-02-01
or,34,2022-02-01
ne,19,2022-02-01
si,19,2022-02-01
sr,16,2022-02-01
am,4,2022-02-01
hy,4,2022-02-01
sd,4,2022-02-01
lo,3,2022-02-01
my,3,2022-02-01
bo,2,2022-02-01
ckb,1,2022-02-01
dv,1,2022-02-01
