lang,n,date
en,529243,2021-12-22
es,91118,2021-12-22
fr,37039,2021-12-22
pt,21211,2021-12-22
und,18634,2021-12-22
it,12479,2021-12-22
de,12478,2021-12-22
nl,8597,2021-12-22
in,7424,2021-12-22
pl,4473,2021-12-22
ca,4192,2021-12-22
tr,4047,2021-12-22
ja,3915,2021-12-22
el,2084,2021-12-22
tl,1862,2021-12-22
hi,1643,2021-12-22
ru,1392,2021-12-22
sv,1346,2021-12-22
cs,893,2021-12-22
ro,594,2021-12-22
ar,573,2021-12-22
et,565,2021-12-22
fi,517,2021-12-22
da,492,2021-12-22
zh,467,2021-12-22
th,433,2021-12-22
lv,344,2021-12-22
ta,300,2021-12-22
no,277,2021-12-22
uk,270,2021-12-22
ht,173,2021-12-22
cy,171,2021-12-22
vi,167,2021-12-22
sl,162,2021-12-22
is,147,2021-12-22
gu,132,2021-12-22
eu,126,2021-12-22
hu,120,2021-12-22
mr,119,2021-12-22
bn,101,2021-12-22
te,100,2021-12-22
ko,99,2021-12-22
iw,94,2021-12-22
ur,84,2021-12-22
ml,79,2021-12-22
kn,78,2021-12-22
lt,66,2021-12-22
fa,60,2021-12-22
bg,57,2021-12-22
or,46,2021-12-22
pa,24,2021-12-22
ne,19,2021-12-22
si,18,2021-12-22
sr,9,2021-12-22
am,5,2021-12-22
hy,5,2021-12-22
my,5,2021-12-22
ka,4,2021-12-22
km,3,2021-12-22
lo,3,2021-12-22
bo,2,2021-12-22
ckb,2,2021-12-22
ps,1,2021-12-22
