lang,n,date
en,408564,2020-08-12
es,133477,2020-08-12
pt,47778,2020-08-12
und,21970,2020-08-12
in,18942,2020-08-12
fr,18588,2020-08-12
it,10433,2020-08-12
tl,6301,2020-08-12
tr,6028,2020-08-12
ja,5561,2020-08-12
de,5111,2020-08-12
ca,5093,2020-08-12
nl,3033,2020-08-12
hi,2830,2020-08-12
ru,2426,2020-08-12
pl,1482,2020-08-12
el,1004,2020-08-12
ro,1004,2020-08-12
ar,822,2020-08-12
et,820,2020-08-12
sv,580,2020-08-12
ta,491,2020-08-12
cs,404,2020-08-12
da,375,2020-08-12
vi,338,2020-08-12
zh,333,2020-08-12
ml,329,2020-08-12
fi,311,2020-08-12
mr,295,2020-08-12
uk,280,2020-08-12
th,260,2020-08-12
lt,248,2020-08-12
no,231,2020-08-12
bn,214,2020-08-12
kn,196,2020-08-12
lv,184,2020-08-12
te,183,2020-08-12
ur,180,2020-08-12
gu,164,2020-08-12
ht,149,2020-08-12
cy,130,2020-08-12
fa,128,2020-08-12
eu,120,2020-08-12
hu,105,2020-08-12
ne,104,2020-08-12
or,94,2020-08-12
bg,91,2020-08-12
sl,85,2020-08-12
ko,75,2020-08-12
is,49,2020-08-12
iw,49,2020-08-12
pa,46,2020-08-12
sr,38,2020-08-12
am,12,2020-08-12
hy,10,2020-08-12
my,7,2020-08-12
ps,7,2020-08-12
ka,6,2020-08-12
si,5,2020-08-12
ckb,3,2020-08-12
km,3,2020-08-12
bo,2,2020-08-12
lo,2,2020-08-12
dv,1,2020-08-12
