lang,n,date
en,348168,2021-06-02
es,81170,2021-06-02
pt,54075,2021-06-02
in,26631,2021-06-02
fr,15451,2021-06-02
und,15039,2021-06-02
it,7298,2021-06-02
tr,5582,2021-06-02
hi,5491,2021-06-02
de,5422,2021-06-02
tl,5218,2021-06-02
ja,5010,2021-06-02
nl,3666,2021-06-02
ca,1941,2021-06-02
pl,1806,2021-06-02
ru,1318,2021-06-02
et,1231,2021-06-02
ta,1056,2021-06-02
ar,909,2021-06-02
el,851,2021-06-02
cy,816,2021-06-02
th,776,2021-06-02
zh,624,2021-06-02
ro,611,2021-06-02
sv,594,2021-06-02
mr,592,2021-06-02
cs,587,2021-06-02
ht,513,2021-06-02
kn,482,2021-06-02
ko,436,2021-06-02
bn,356,2021-06-02
ml,343,2021-06-02
eu,337,2021-06-02
lv,307,2021-06-02
vi,292,2021-06-02
te,248,2021-06-02
da,247,2021-06-02
fi,237,2021-06-02
gu,204,2021-06-02
uk,201,2021-06-02
ur,172,2021-06-02
sl,171,2021-06-02
or,163,2021-06-02
no,149,2021-06-02
ne,136,2021-06-02
hu,126,2021-06-02
pa,90,2021-06-02
fa,68,2021-06-02
lt,51,2021-06-02
si,45,2021-06-02
is,41,2021-06-02
bg,38,2021-06-02
my,25,2021-06-02
iw,22,2021-06-02
lo,6,2021-06-02
ps,5,2021-06-02
am,4,2021-06-02
dv,4,2021-06-02
sr,4,2021-06-02
hy,3,2021-06-02
km,3,2021-06-02
sd,2,2021-06-02
bo,1,2021-06-02
ckb,1,2021-06-02
