lang,n,date
en,441663,2021-03-30
es,98766,2021-03-30
pt,59863,2021-03-30
fr,33260,2021-03-30
und,17464,2021-03-30
it,16258,2021-03-30
de,13643,2021-03-30
in,11524,2021-03-30
tl,10778,2021-03-30
tr,7683,2021-03-30
nl,5043,2021-03-30
pl,3824,2021-03-30
ja,3570,2021-03-30
ca,3050,2021-03-30
hi,2930,2021-03-30
el,2124,2021-03-30
ru,1857,2021-03-30
ro,924,2021-03-30
sv,890,2021-03-30
cs,835,2021-03-30
mr,823,2021-03-30
et,818,2021-03-30
ur,590,2021-03-30
ar,530,2021-03-30
lv,483,2021-03-30
ta,409,2021-03-30
uk,366,2021-03-30
da,327,2021-03-30
zh,317,2021-03-30
ht,304,2021-03-30
gu,303,2021-03-30
fi,295,2021-03-30
sl,290,2021-03-30
th,242,2021-03-30
no,201,2021-03-30
hu,154,2021-03-30
cy,146,2021-03-30
te,143,2021-03-30
ml,140,2021-03-30
kn,138,2021-03-30
vi,127,2021-03-30
bn,125,2021-03-30
lt,103,2021-03-30
bg,92,2021-03-30
ko,84,2021-03-30
or,83,2021-03-30
pa,71,2021-03-30
eu,66,2021-03-30
fa,59,2021-03-30
iw,54,2021-03-30
is,52,2021-03-30
ne,33,2021-03-30
sr,33,2021-03-30
si,15,2021-03-30
my,12,2021-03-30
hy,8,2021-03-30
ckb,7,2021-03-30
ps,5,2021-03-30
sd,5,2021-03-30
am,4,2021-03-30
lo,4,2021-03-30
ka,3,2021-03-30
km,2,2021-03-30
bo,1,2021-03-30
