lang,n,date
en,637578,2020-05-19
es,192693,2020-05-19
pt,76191,2020-05-19
und,40275,2020-05-19
in,35851,2020-05-19
fr,35733,2020-05-19
it,17017,2020-05-19
ja,9487,2020-05-19
tl,9317,2020-05-19
hi,8283,2020-05-19
ca,8052,2020-05-19
de,7459,2020-05-19
tr,6003,2020-05-19
nl,4696,2020-05-19
ru,4025,2020-05-19
ar,2461,2020-05-19
ro,1462,2020-05-19
pl,1275,2020-05-19
sv,997,2020-05-19
el,973,2020-05-19
et,921,2020-05-19
ur,911,2020-05-19
th,884,2020-05-19
ta,858,2020-05-19
mr,829,2020-05-19
zh,633,2020-05-19
cs,539,2020-05-19
lt,525,2020-05-19
uk,487,2020-05-19
fi,478,2020-05-19
da,432,2020-05-19
ht,417,2020-05-19
ml,408,2020-05-19
kn,352,2020-05-19
lv,345,2020-05-19
bn,338,2020-05-19
vi,318,2020-05-19
gu,301,2020-05-19
te,272,2020-05-19
fa,265,2020-05-19
cy,227,2020-05-19
no,197,2020-05-19
ko,192,2020-05-19
eu,182,2020-05-19
ne,173,2020-05-19
sl,168,2020-05-19
hu,123,2020-05-19
or,117,2020-05-19
pa,74,2020-05-19
bg,66,2020-05-19
ps,49,2020-05-19
iw,41,2020-05-19
sr,37,2020-05-19
is,36,2020-05-19
si,28,2020-05-19
my,27,2020-05-19
hy,24,2020-05-19
sd,18,2020-05-19
km,17,2020-05-19
am,16,2020-05-19
ckb,9,2020-05-19
ka,7,2020-05-19
bo,6,2020-05-19
lo,4,2020-05-19
