lang,n,date
en,301053,2021-10-21
es,36738,2021-10-21
pt,15180,2021-10-21
fr,13040,2021-10-21
und,12189,2021-10-21
in,12006,2021-10-21
it,10785,2021-10-21
ja,5592,2021-10-21
de,5404,2021-10-21
nl,4885,2021-10-21
tl,2635,2021-10-21
ru,2619,2021-10-21
tr,2574,2021-10-21
hi,2306,2021-10-21
pl,1830,2021-10-21
ar,1347,2021-10-21
ca,1333,2021-10-21
cs,1199,2021-10-21
lv,774,2021-10-21
el,768,2021-10-21
ro,764,2021-10-21
sv,625,2021-10-21
uk,511,2021-10-21
th,459,2021-10-21
et,391,2021-10-21
zh,378,2021-10-21
fi,350,2021-10-21
ta,263,2021-10-21
sl,206,2021-10-21
vi,180,2021-10-21
da,176,2021-10-21
mr,155,2021-10-21
ht,140,2021-10-21
bn,122,2021-10-21
ml,115,2021-10-21
hu,105,2021-10-21
bg,104,2021-10-21
kn,98,2021-10-21
ko,93,2021-10-21
te,92,2021-10-21
no,90,2021-10-21
ur,86,2021-10-21
gu,74,2021-10-21
cy,59,2021-10-21
lt,57,2021-10-21
fa,48,2021-10-21
or,41,2021-10-21
eu,40,2021-10-21
is,36,2021-10-21
iw,35,2021-10-21
si,30,2021-10-21
sr,20,2021-10-21
pa,19,2021-10-21
ne,15,2021-10-21
my,12,2021-10-21
hy,7,2021-10-21
am,4,2021-10-21
ka,2,2021-10-21
km,2,2021-10-21
bo,1,2021-10-21
lo,1,2021-10-21
ps,1,2021-10-21
