lang,n,date
en,244650,2021-11-18
es,39289,2021-11-18
de,23262,2021-11-18
fr,18031,2021-11-18
pt,13465,2021-11-18
it,12854,2021-11-18
und,12313,2021-11-18
in,8236,2021-11-18
nl,7612,2021-11-18
pl,4738,2021-11-18
tr,4075,2021-11-18
ja,2915,2021-11-18
tl,2487,2021-11-18
cs,2228,2021-11-18
ru,1995,2021-11-18
el,1953,2021-11-18
ca,1541,2021-11-18
sv,1123,2021-11-18
hi,1042,2021-11-18
ro,550,2021-11-18
zh,352,2021-11-18
ar,340,2021-11-18
da,340,2021-11-18
sl,337,2021-11-18
et,335,2021-11-18
fi,327,2021-11-18
th,322,2021-11-18
uk,305,2021-11-18
is,193,2021-11-18
lv,193,2021-11-18
no,155,2021-11-18
hu,146,2021-11-18
vi,141,2021-11-18
ta,122,2021-11-18
ht,106,2021-11-18
fa,95,2021-11-18
cy,90,2021-11-18
bn,79,2021-11-18
eu,77,2021-11-18
mr,69,2021-11-18
bg,65,2021-11-18
ml,64,2021-11-18
ur,64,2021-11-18
gu,61,2021-11-18
ko,56,2021-11-18
lt,54,2021-11-18
iw,42,2021-11-18
te,38,2021-11-18
kn,34,2021-11-18
or,34,2021-11-18
sr,20,2021-11-18
ne,13,2021-11-18
si,10,2021-11-18
my,9,2021-11-18
pa,9,2021-11-18
hy,7,2021-11-18
am,2,2021-11-18
ckb,2,2021-11-18
lo,2,2021-11-18
bo,1,2021-11-18
ka,1,2021-11-18
km,1,2021-11-18
