lang,n,date
en,363242,2020-02-29
es,128635,2020-02-29
fr,36666,2020-02-29
pt,30016,2020-02-29
it,26713,2020-02-29
und,25872,2020-02-29
de,10951,2020-02-29
ja,10883,2020-02-29
in,5551,2020-02-29
ca,5191,2020-02-29
nl,4375,2020-02-29
lt,2149,2020-02-29
th,1695,2020-02-29
tr,1617,2020-02-29
ro,1356,2020-02-29
tl,1276,2020-02-29
ar,885,2020-02-29
zh,878,2020-02-29
sv,742,2020-02-29
fa,741,2020-02-29
cs,699,2020-02-29
ru,661,2020-02-29
pl,655,2020-02-29
hi,523,2020-02-29
da,512,2020-02-29
ko,414,2020-02-29
ht,408,2020-02-29
fi,382,2020-02-29
el,365,2020-02-29
vi,290,2020-02-29
ur,246,2020-02-29
et,193,2020-02-29
no,174,2020-02-29
ta,156,2020-02-29
sl,127,2020-02-29
lv,123,2020-02-29
ml,84,2020-02-29
cy,76,2020-02-29
is,60,2020-02-29
ne,59,2020-02-29
iw,54,2020-02-29
eu,52,2020-02-29
uk,51,2020-02-29
te,48,2020-02-29
gu,41,2020-02-29
hu,35,2020-02-29
kn,34,2020-02-29
bn,33,2020-02-29
mr,31,2020-02-29
bg,20,2020-02-29
or,17,2020-02-29
si,16,2020-02-29
sr,14,2020-02-29
pa,13,2020-02-29
ka,12,2020-02-29
km,7,2020-02-29
ckb,6,2020-02-29
my,6,2020-02-29
ps,6,2020-02-29
sd,5,2020-02-29
hy,4,2020-02-29
am,1,2020-02-29
