lang,n,date
en,808749,2020-10-05
es,96695,2020-10-05
in,30796,2020-10-05
fr,28020,2020-10-05
und,23669,2020-10-05
pt,23431,2020-10-05
it,14650,2020-10-05
de,5486,2020-10-05
tr,5169,2020-10-05
nl,4368,2020-10-05
tl,4367,2020-10-05
ja,4144,2020-10-05
ca,4056,2020-10-05
ru,2987,2020-10-05
pl,2813,2020-10-05
hi,1469,2020-10-05
ro,1141,2020-10-05
el,965,2020-10-05
cs,863,2020-10-05
sv,679,2020-10-05
et,643,2020-10-05
ar,582,2020-10-05
zh,503,2020-10-05
ta,453,2020-10-05
uk,418,2020-10-05
lv,406,2020-10-05
da,371,2020-10-05
no,256,2020-10-05
lt,248,2020-10-05
th,245,2020-10-05
fi,240,2020-10-05
mr,195,2020-10-05
sl,190,2020-10-05
iw,184,2020-10-05
ur,178,2020-10-05
cy,160,2020-10-05
ml,153,2020-10-05
vi,142,2020-10-05
ko,141,2020-10-05
gu,130,2020-10-05
hu,115,2020-10-05
ht,113,2020-10-05
bn,110,2020-10-05
fa,102,2020-10-05
te,97,2020-10-05
eu,90,2020-10-05
is,83,2020-10-05
bg,79,2020-10-05
kn,72,2020-10-05
or,71,2020-10-05
si,50,2020-10-05
ne,47,2020-10-05
my,21,2020-10-05
pa,21,2020-10-05
sr,18,2020-10-05
am,8,2020-10-05
hy,7,2020-10-05
km,6,2020-10-05
ka,4,2020-10-05
ps,4,2020-10-05
ckb,3,2020-10-05
bo,2,2020-10-05
lo,2,2020-10-05
