lang,n,date
en,348507,2022-01-24
es,71413,2022-01-24
pt,38386,2022-01-24
fr,30298,2022-01-24
und,13020,2022-01-24
it,11054,2022-01-24
in,8400,2022-01-24
de,6640,2022-01-24
nl,5115,2022-01-24
ja,4831,2022-01-24
tl,4406,2022-01-24
tr,4375,2022-01-24
pl,2884,2022-01-24
ca,2000,2022-01-24
hi,1682,2022-01-24
ru,1528,2022-01-24
sv,1285,2022-01-24
et,899,2022-01-24
el,857,2022-01-24
cs,812,2022-01-24
ar,532,2022-01-24
ro,493,2022-01-24
da,429,2022-01-24
zh,416,2022-01-24
th,356,2022-01-24
lv,352,2022-01-24
fi,276,2022-01-24
ta,265,2022-01-24
ml,245,2022-01-24
sl,214,2022-01-24
mr,208,2022-01-24
ht,206,2022-01-24
no,201,2022-01-24
uk,193,2022-01-24
bn,174,2022-01-24
ur,137,2022-01-24
hu,129,2022-01-24
gu,128,2022-01-24
vi,124,2022-01-24
te,118,2022-01-24
is,115,2022-01-24
kn,115,2022-01-24
cy,92,2022-01-24
ko,77,2022-01-24
eu,67,2022-01-24
iw,58,2022-01-24
ne,54,2022-01-24
fa,50,2022-01-24
lt,48,2022-01-24
or,47,2022-01-24
bg,46,2022-01-24
pa,20,2022-01-24
si,17,2022-01-24
sr,17,2022-01-24
my,5,2022-01-24
hy,3,2022-01-24
ckb,2,2022-01-24
ka,2,2022-01-24
ps,2,2022-01-24
sd,2,2022-01-24
am,1,2022-01-24
