lang,n,date
en,443953,2021-08-25
es,54237,2021-08-25
pt,23018,2021-08-25
fr,21224,2021-08-25
in,20339,2021-08-25
und,16994,2021-08-25
it,9039,2021-08-25
de,7117,2021-08-25
ja,6861,2021-08-25
tr,6001,2021-08-25
tl,5658,2021-08-25
nl,3111,2021-08-25
pl,1625,2021-08-25
ru,1449,2021-08-25
ca,1419,2021-08-25
hi,1326,2021-08-25
el,1304,2021-08-25
th,686,2021-08-25
et,660,2021-08-25
ar,650,2021-08-25
cs,611,2021-08-25
sv,588,2021-08-25
ro,552,2021-08-25
fi,539,2021-08-25
zh,527,2021-08-25
lv,395,2021-08-25
ta,369,2021-08-25
vi,314,2021-08-25
uk,248,2021-08-25
da,245,2021-08-25
sl,240,2021-08-25
ht,226,2021-08-25
ml,217,2021-08-25
bn,154,2021-08-25
no,152,2021-08-25
mr,130,2021-08-25
hu,114,2021-08-25
fa,112,2021-08-25
ur,109,2021-08-25
ko,106,2021-08-25
kn,99,2021-08-25
cy,93,2021-08-25
gu,93,2021-08-25
or,88,2021-08-25
iw,84,2021-08-25
te,82,2021-08-25
bg,80,2021-08-25
lt,65,2021-08-25
si,58,2021-08-25
is,51,2021-08-25
eu,44,2021-08-25
sr,39,2021-08-25
ne,19,2021-08-25
my,16,2021-08-25
sd,14,2021-08-25
pa,13,2021-08-25
km,6,2021-08-25
ka,5,2021-08-25
am,4,2021-08-25
ckb,3,2021-08-25
hy,2,2021-08-25
lo,2,2021-08-25
ps,1,2021-08-25
