lang,n,date
en,110551,2020-02-10
es,33200,2020-02-10
fr,8199,2020-02-10
und,7202,2020-02-10
pt,6194,2020-02-10
it,6091,2020-02-10
in,2524,2020-02-10
ca,2212,2020-02-10
de,2197,2020-02-10
ja,1510,2020-02-10
nl,1415,2020-02-10
tr,1085,2020-02-10
lt,979,2020-02-10
zh,947,2020-02-10
tl,884,2020-02-10
hi,557,2020-02-10
ro,443,2020-02-10
pl,367,2020-02-10
ar,257,2020-02-10
da,234,2020-02-10
sv,204,2020-02-10
ta,192,2020-02-10
fi,191,2020-02-10
ru,182,2020-02-10
th,180,2020-02-10
cs,134,2020-02-10
et,126,2020-02-10
el,122,2020-02-10
ur,100,2020-02-10
ht,96,2020-02-10
ko,78,2020-02-10
gu,61,2020-02-10
te,58,2020-02-10
ml,57,2020-02-10
mr,51,2020-02-10
vi,47,2020-02-10
sl,46,2020-02-10
kn,45,2020-02-10
fa,43,2020-02-10
no,42,2020-02-10
bn,38,2020-02-10
cy,30,2020-02-10
iw,26,2020-02-10
ne,26,2020-02-10
or,24,2020-02-10
pa,20,2020-02-10
lv,15,2020-02-10
km,10,2020-02-10
bg,9,2020-02-10
eu,9,2020-02-10
hu,9,2020-02-10
uk,8,2020-02-10
is,6,2020-02-10
am,5,2020-02-10
my,5,2020-02-10
si,5,2020-02-10
ckb,4,2020-02-10
lo,4,2020-02-10
ps,4,2020-02-10
bo,1,2020-02-10
ka,1,2020-02-10
