lang,n,date
en,1712167,2020-03-12
es,665363,2020-03-12
pt,182909,2020-03-12
fr,133364,2020-03-12
und,105260,2020-03-12
it,72931,2020-03-12
tr,44254,2020-03-12
ca,35652,2020-03-12
de,33560,2020-03-12
tl,32646,2020-03-12
nl,26472,2020-03-12
in,19554,2020-03-12
ja,16480,2020-03-12
lt,8202,2020-03-12
ar,5734,2020-03-12
ro,4719,2020-03-12
th,4640,2020-03-12
hi,4183,2020-03-12
pl,3736,2020-03-12
el,3667,2020-03-12
ru,2934,2020-03-12
da,2706,2020-03-12
sv,2320,2020-03-12
cs,2205,2020-03-12
fi,1966,2020-03-12
ht,1765,2020-03-12
et,1758,2020-03-12
zh,1527,2020-03-12
fa,1445,2020-03-12
lv,919,2020-03-12
ur,817,2020-03-12
ta,769,2020-03-12
no,747,2020-03-12
sl,670,2020-03-12
eu,666,2020-03-12
mr,639,2020-03-12
ko,611,2020-03-12
vi,610,2020-03-12
ml,535,2020-03-12
cy,479,2020-03-12
uk,335,2020-03-12
iw,259,2020-03-12
kn,244,2020-03-12
gu,225,2020-03-12
te,225,2020-03-12
bn,220,2020-03-12
hu,200,2020-03-12
is,196,2020-03-12
ne,179,2020-03-12
bg,165,2020-03-12
sr,158,2020-03-12
si,137,2020-03-12
or,85,2020-03-12
pa,66,2020-03-12
ps,42,2020-03-12
ckb,40,2020-03-12
hy,28,2020-03-12
am,25,2020-03-12
km,19,2020-03-12
dv,15,2020-03-12
my,13,2020-03-12
sd,12,2020-03-12
lo,11,2020-03-12
ka,10,2020-03-12
bo,2,2020-03-12
