lang,n,date
en,320754,2021-12-13
es,40385,2021-12-13
fr,17847,2021-12-13
pt,13159,2021-12-13
und,11407,2021-12-13
it,9316,2021-12-13
de,8123,2021-12-13
in,7565,2021-12-13
nl,4631,2021-12-13
pl,3138,2021-12-13
ja,3043,2021-12-13
tr,2205,2021-12-13
tl,2171,2021-12-13
ca,2099,2021-12-13
ru,1506,2021-12-13
hi,1077,2021-12-13
sv,1071,2021-12-13
cs,953,2021-12-13
el,889,2021-12-13
ar,574,2021-12-13
ro,570,2021-12-13
no,497,2021-12-13
et,420,2021-12-13
da,398,2021-12-13
th,393,2021-12-13
fi,374,2021-12-13
zh,347,2021-12-13
ta,305,2021-12-13
lv,302,2021-12-13
uk,275,2021-12-13
vi,164,2021-12-13
ht,152,2021-12-13
mr,150,2021-12-13
sl,135,2021-12-13
bn,112,2021-12-13
ml,105,2021-12-13
hu,104,2021-12-13
gu,96,2021-12-13
cy,94,2021-12-13
te,90,2021-12-13
ko,84,2021-12-13
ur,81,2021-12-13
eu,64,2021-12-13
is,63,2021-12-13
kn,56,2021-12-13
or,53,2021-12-13
lt,50,2021-12-13
iw,44,2021-12-13
bg,30,2021-12-13
fa,28,2021-12-13
pa,22,2021-12-13
ne,12,2021-12-13
si,12,2021-12-13
am,8,2021-12-13
my,8,2021-12-13
hy,7,2021-12-13
sr,6,2021-12-13
ka,2,2021-12-13
km,2,2021-12-13
lo,2,2021-12-13
ps,2,2021-12-13
sd,2,2021-12-13
