lang,n,date
en,214427,2021-11-11
es,36375,2021-11-11
de,16475,2021-11-11
nl,16300,2021-11-11
fr,15927,2021-11-11
pt,11619,2021-11-11
und,10551,2021-11-11
it,9264,2021-11-11
in,7417,2021-11-11
tr,3597,2021-11-11
ja,2851,2021-11-11
tl,2332,2021-11-11
ru,1961,2021-11-11
pl,1493,2021-11-11
cs,1464,2021-11-11
el,1418,2021-11-11
ca,1283,2021-11-11
hi,738,2021-11-11
sv,666,2021-11-11
ro,646,2021-11-11
et,373,2021-11-11
th,362,2021-11-11
sl,342,2021-11-11
uk,337,2021-11-11
lv,336,2021-11-11
da,328,2021-11-11
zh,295,2021-11-11
ar,292,2021-11-11
fi,288,2021-11-11
no,176,2021-11-11
is,137,2021-11-11
ta,127,2021-11-11
vi,116,2021-11-11
bn,104,2021-11-11
ht,102,2021-11-11
ml,98,2021-11-11
gu,88,2021-11-11
cy,86,2021-11-11
mr,76,2021-11-11
bg,74,2021-11-11
hu,69,2021-11-11
iw,52,2021-11-11
ur,51,2021-11-11
te,48,2021-11-11
ko,44,2021-11-11
kn,40,2021-11-11
lt,39,2021-11-11
or,37,2021-11-11
eu,36,2021-11-11
fa,34,2021-11-11
ne,19,2021-11-11
pa,19,2021-11-11
si,13,2021-11-11
my,9,2021-11-11
sr,9,2021-11-11
hy,7,2021-11-11
ka,5,2021-11-11
am,3,2021-11-11
lo,3,2021-11-11
bo,1,2021-11-11
dv,1,2021-11-11
