lang,n,date
en,418046,2020-06-05
es,146552,2020-06-05
pt,56362,2020-06-05
fr,22694,2020-06-05
und,20859,2020-06-05
in,19640,2020-06-05
it,12304,2020-06-05
tl,7141,2020-06-05
ja,5710,2020-06-05
tr,5301,2020-06-05
ca,5126,2020-06-05
hi,4607,2020-06-05
de,4331,2020-06-05
ru,2958,2020-06-05
nl,2638,2020-06-05
ar,1836,2020-06-05
ro,945,2020-06-05
pl,903,2020-06-05
sv,815,2020-06-05
ta,812,2020-06-05
et,714,2020-06-05
ur,687,2020-06-05
el,551,2020-06-05
th,544,2020-06-05
zh,361,2020-06-05
lt,352,2020-06-05
mr,350,2020-06-05
bn,323,2020-06-05
uk,301,2020-06-05
ml,300,2020-06-05
cs,295,2020-06-05
lv,263,2020-06-05
da,255,2020-06-05
fi,231,2020-06-05
ht,231,2020-06-05
kn,207,2020-06-05
te,207,2020-06-05
no,197,2020-06-05
vi,195,2020-06-05
cy,171,2020-06-05
gu,165,2020-06-05
fa,139,2020-06-05
eu,136,2020-06-05
ne,133,2020-06-05
ko,124,2020-06-05
sl,94,2020-06-05
or,93,2020-06-05
hu,84,2020-06-05
bg,76,2020-06-05
pa,54,2020-06-05
ps,35,2020-06-05
iw,34,2020-06-05
is,26,2020-06-05
sr,20,2020-06-05
am,19,2020-06-05
hy,17,2020-06-05
my,17,2020-06-05
si,15,2020-06-05
ckb,11,2020-06-05
ka,11,2020-06-05
km,7,2020-06-05
sd,5,2020-06-05
bo,1,2020-06-05
dv,1,2020-06-05
lo,1,2020-06-05
