lang,n,date
en,235586,2021-06-12
es,56001,2021-06-12
pt,29311,2021-06-12
in,13745,2021-06-12
hi,12533,2021-06-12
fr,10983,2021-06-12
und,10298,2021-06-12
it,6673,2021-06-12
ja,4180,2021-06-12
tl,3970,2021-06-12
de,3624,2021-06-12
tr,3594,2021-06-12
nl,2706,2021-06-12
pl,1636,2021-06-12
ru,1342,2021-06-12
ca,1130,2021-06-12
ta,787,2021-06-12
et,765,2021-06-12
ar,673,2021-06-12
ko,566,2021-06-12
th,527,2021-06-12
el,526,2021-06-12
zh,422,2021-06-12
ro,421,2021-06-12
cs,398,2021-06-12
sv,393,2021-06-12
mr,300,2021-06-12
ht,282,2021-06-12
fi,266,2021-06-12
ml,239,2021-06-12
bn,231,2021-06-12
lv,228,2021-06-12
vi,225,2021-06-12
kn,222,2021-06-12
da,192,2021-06-12
te,167,2021-06-12
uk,144,2021-06-12
or,124,2021-06-12
gu,115,2021-06-12
no,103,2021-06-12
ur,96,2021-06-12
fa,89,2021-06-12
sl,83,2021-06-12
ne,62,2021-06-12
lt,54,2021-06-12
cy,45,2021-06-12
pa,33,2021-06-12
si,31,2021-06-12
eu,30,2021-06-12
hu,25,2021-06-12
bg,24,2021-06-12
is,24,2021-06-12
iw,20,2021-06-12
sr,12,2021-06-12
my,10,2021-06-12
ps,7,2021-06-12
km,6,2021-06-12
dv,3,2021-06-12
hy,3,2021-06-12
lo,3,2021-06-12
am,1,2021-06-12
bo,1,2021-06-12
ckb,1,2021-06-12
