lang,n,date
en,605231,2021-07-21
es,71880,2021-07-21
in,38031,2021-07-21
fr,29277,2021-07-21
pt,22958,2021-07-21
und,16958,2021-07-21
it,11923,2021-07-21
de,5309,2021-07-21
ja,5195,2021-07-21
tl,4274,2021-07-21
tr,4055,2021-07-21
nl,3452,2021-07-21
hi,2290,2021-07-21
ca,1950,2021-07-21
ru,1886,2021-07-21
pl,1836,2021-07-21
th,1583,2021-07-21
el,960,2021-07-21
ar,895,2021-07-21
cs,786,2021-07-21
et,718,2021-07-21
ro,522,2021-07-21
zh,512,2021-07-21
fi,420,2021-07-21
sv,415,2021-07-21
vi,358,2021-07-21
ta,336,2021-07-21
lv,315,2021-07-21
ht,311,2021-07-21
mr,280,2021-07-21
uk,246,2021-07-21
da,244,2021-07-21
sl,222,2021-07-21
bn,205,2021-07-21
ko,188,2021-07-21
ml,155,2021-07-21
is,125,2021-07-21
hu,115,2021-07-21
kn,115,2021-07-21
fa,102,2021-07-21
gu,99,2021-07-21
cy,96,2021-07-21
te,94,2021-07-21
my,85,2021-07-21
no,85,2021-07-21
or,66,2021-07-21
eu,59,2021-07-21
lt,57,2021-07-21
ne,54,2021-07-21
ur,44,2021-07-21
iw,38,2021-07-21
bg,34,2021-07-21
pa,24,2021-07-21
si,18,2021-07-21
sr,11,2021-07-21
km,8,2021-07-21
hy,7,2021-07-21
am,5,2021-07-21
bo,4,2021-07-21
ka,3,2021-07-21
lo,3,2021-07-21
ckb,2,2021-07-21
dv,2,2021-07-21
