lang,n,date
en,464930,2021-07-22
es,72458,2021-07-22
in,35112,2021-07-22
fr,27291,2021-07-22
pt,23276,2021-07-22
und,18262,2021-07-22
it,12687,2021-07-22
tr,5490,2021-07-22
de,5176,2021-07-22
ja,4663,2021-07-22
tl,4264,2021-07-22
nl,3985,2021-07-22
ca,2339,2021-07-22
pl,2034,2021-07-22
ru,1694,2021-07-22
hi,1669,2021-07-22
th,1363,2021-07-22
cs,1105,2021-07-22
el,998,2021-07-22
ar,649,2021-07-22
et,639,2021-07-22
zh,568,2021-07-22
ro,502,2021-07-22
fi,394,2021-07-22
sv,387,2021-07-22
vi,349,2021-07-22
ta,336,2021-07-22
lv,302,2021-07-22
ht,275,2021-07-22
uk,245,2021-07-22
bn,239,2021-07-22
sl,225,2021-07-22
is,220,2021-07-22
da,212,2021-07-22
mr,198,2021-07-22
ml,169,2021-07-22
ko,134,2021-07-22
kn,123,2021-07-22
hu,113,2021-07-22
cy,108,2021-07-22
gu,100,2021-07-22
te,88,2021-07-22
no,86,2021-07-22
ur,78,2021-07-22
my,68,2021-07-22
lt,61,2021-07-22
fa,54,2021-07-22
bg,53,2021-07-22
eu,52,2021-07-22
or,52,2021-07-22
ne,47,2021-07-22
iw,41,2021-07-22
pa,26,2021-07-22
si,25,2021-07-22
sr,14,2021-07-22
ckb,7,2021-07-22
ka,7,2021-07-22
hy,6,2021-07-22
km,3,2021-07-22
ps,3,2021-07-22
am,2,2021-07-22
bo,2,2021-07-22
lo,2,2021-07-22
