lang,n,date
en,287738,2021-10-14
es,39392,2021-10-14
pt,15924,2021-10-14
fr,11366,2021-10-14
und,10165,2021-10-14
in,10081,2021-10-14
it,8752,2021-10-14
de,4936,2021-10-14
nl,3757,2021-10-14
tl,3268,2021-10-14
ja,3068,2021-10-14
tr,2991,2021-10-14
ru,1799,2021-10-14
pl,1214,2021-10-14
ca,1131,2021-10-14
hi,909,2021-10-14
ro,731,2021-10-14
el,676,2021-10-14
lv,652,2021-10-14
zh,596,2021-10-14
cs,555,2021-10-14
sv,545,2021-10-14
ar,439,2021-10-14
th,403,2021-10-14
et,400,2021-10-14
fi,287,2021-10-14
uk,236,2021-10-14
ta,211,2021-10-14
vi,169,2021-10-14
sl,121,2021-10-14
ko,116,2021-10-14
hu,111,2021-10-14
da,105,2021-10-14
ht,101,2021-10-14
cy,85,2021-10-14
mr,79,2021-10-14
bn,76,2021-10-14
ml,68,2021-10-14
bg,58,2021-10-14
te,55,2021-10-14
gu,52,2021-10-14
lt,48,2021-10-14
ur,44,2021-10-14
kn,39,2021-10-14
fa,38,2021-10-14
no,37,2021-10-14
or,36,2021-10-14
is,35,2021-10-14
eu,32,2021-10-14
iw,28,2021-10-14
si,26,2021-10-14
sr,20,2021-10-14
my,12,2021-10-14
pa,9,2021-10-14
hy,8,2021-10-14
ne,6,2021-10-14
am,4,2021-10-14
km,4,2021-10-14
ckb,1,2021-10-14
lo,1,2021-10-14
