lang,n,date
en,346255,2021-03-13
es,61343,2021-03-13
pt,60642,2021-03-13
fr,19461,2021-03-13
it,17130,2021-03-13
und,14588,2021-03-13
de,9905,2021-03-13
in,8847,2021-03-13
tr,7061,2021-03-13
tl,6375,2021-03-13
ja,3385,2021-03-13
nl,3373,2021-03-13
ca,2435,2021-03-13
pl,1927,2021-03-13
el,1827,2021-03-13
hi,1639,2021-03-13
ru,1127,2021-03-13
sv,898,2021-03-13
cs,755,2021-03-13
et,733,2021-03-13
ro,733,2021-03-13
ar,554,2021-03-13
fi,367,2021-03-13
mr,355,2021-03-13
da,336,2021-03-13
th,312,2021-03-13
ht,297,2021-03-13
ur,271,2021-03-13
lv,249,2021-03-13
zh,244,2021-03-13
uk,241,2021-03-13
no,212,2021-03-13
hu,190,2021-03-13
gu,182,2021-03-13
ta,166,2021-03-13
sl,157,2021-03-13
vi,117,2021-03-13
lt,107,2021-03-13
ml,97,2021-03-13
cy,89,2021-03-13
kn,87,2021-03-13
fa,82,2021-03-13
ko,81,2021-03-13
te,77,2021-03-13
bn,65,2021-03-13
or,62,2021-03-13
iw,51,2021-03-13
bg,48,2021-03-13
is,44,2021-03-13
pa,40,2021-03-13
eu,35,2021-03-13
sr,31,2021-03-13
si,17,2021-03-13
am,10,2021-03-13
my,8,2021-03-13
ne,7,2021-03-13
hy,5,2021-03-13
km,5,2021-03-13
ka,3,2021-03-13
dv,2,2021-03-13
bo,1,2021-03-13
ckb,1,2021-03-13
lo,1,2021-03-13
ps,1,2021-03-13
