lang,n,date
en,344357,2021-03-14
pt,66705,2021-03-14
es,63734,2021-03-14
fr,19204,2021-03-14
it,16530,2021-03-14
und,14187,2021-03-14
in,8801,2021-03-14
de,8657,2021-03-14
tl,7792,2021-03-14
tr,4806,2021-03-14
nl,3862,2021-03-14
ja,3471,2021-03-14
ca,2555,2021-03-14
pl,2188,2021-03-14
el,1586,2021-03-14
hi,1499,2021-03-14
ru,999,2021-03-14
cs,857,2021-03-14
ro,747,2021-03-14
sv,698,2021-03-14
et,623,2021-03-14
ar,597,2021-03-14
ur,476,2021-03-14
fi,369,2021-03-14
ht,301,2021-03-14
zh,276,2021-03-14
lv,250,2021-03-14
th,247,2021-03-14
da,236,2021-03-14
uk,224,2021-03-14
mr,206,2021-03-14
no,193,2021-03-14
sl,188,2021-03-14
ta,148,2021-03-14
hu,144,2021-03-14
vi,125,2021-03-14
gu,90,2021-03-14
cy,85,2021-03-14
lt,85,2021-03-14
eu,71,2021-03-14
kn,70,2021-03-14
bn,66,2021-03-14
bg,63,2021-03-14
ko,58,2021-03-14
fa,56,2021-03-14
is,55,2021-03-14
iw,53,2021-03-14
ml,51,2021-03-14
te,38,2021-03-14
or,37,2021-03-14
sr,32,2021-03-14
pa,19,2021-03-14
ne,15,2021-03-14
si,12,2021-03-14
my,10,2021-03-14
km,5,2021-03-14
am,4,2021-03-14
ps,4,2021-03-14
ckb,3,2021-03-14
ka,3,2021-03-14
lo,2,2021-03-14
hy,1,2021-03-14
sd,1,2021-03-14
