lang,n,date
en,619769,2020-11-23
es,86279,2020-11-23
pt,38074,2020-11-23
fr,23305,2020-11-23
und,21306,2020-11-23
in,18177,2020-11-23
it,17032,2020-11-23
tr,11347,2020-11-23
de,9787,2020-11-23
tl,5305,2020-11-23
ja,4555,2020-11-23
ca,4337,2020-11-23
hi,3332,2020-11-23
el,3139,2020-11-23
ru,2916,2020-11-23
nl,2790,2020-11-23
pl,2790,2020-11-23
sv,1183,2020-11-23
ro,1102,2020-11-23
et,932,2020-11-23
cs,775,2020-11-23
ar,699,2020-11-23
ur,537,2020-11-23
uk,474,2020-11-23
lv,413,2020-11-23
fi,400,2020-11-23
mr,365,2020-11-23
ht,346,2020-11-23
da,339,2020-11-23
gu,336,2020-11-23
zh,323,2020-11-23
th,249,2020-11-23
ta,227,2020-11-23
no,214,2020-11-23
sl,201,2020-11-23
bg,174,2020-11-23
bn,166,2020-11-23
hu,166,2020-11-23
lt,166,2020-11-23
cy,164,2020-11-23
fa,154,2020-11-23
ml,148,2020-11-23
ko,145,2020-11-23
kn,132,2020-11-23
vi,122,2020-11-23
te,114,2020-11-23
eu,110,2020-11-23
iw,82,2020-11-23
or,62,2020-11-23
ne,58,2020-11-23
is,54,2020-11-23
si,34,2020-11-23
sr,26,2020-11-23
pa,23,2020-11-23
my,22,2020-11-23
hy,10,2020-11-23
sd,9,2020-11-23
ps,8,2020-11-23
am,5,2020-11-23
ka,5,2020-11-23
lo,5,2020-11-23
ckb,4,2020-11-23
km,3,2020-11-23
bo,1,2020-11-23
