lang,n,date
en,467580,2020-05-17
es,152365,2020-05-17
pt,57419,2020-05-17
und,33783,2020-05-17
fr,26112,2020-05-17
in,23348,2020-05-17
it,14638,2020-05-17
tl,7997,2020-05-17
hi,7516,2020-05-17
ja,7181,2020-05-17
ca,6230,2020-05-17
tr,6229,2020-05-17
de,6189,2020-05-17
nl,3177,2020-05-17
ru,2937,2020-05-17
ar,2083,2020-05-17
ro,1030,2020-05-17
pl,906,2020-05-17
ta,878,2020-05-17
et,813,2020-05-17
sv,791,2020-05-17
th,757,2020-05-17
el,657,2020-05-17
mr,622,2020-05-17
ur,566,2020-05-17
lt,477,2020-05-17
zh,457,2020-05-17
ht,422,2020-05-17
ml,397,2020-05-17
cs,358,2020-05-17
uk,353,2020-05-17
fi,344,2020-05-17
bn,314,2020-05-17
da,313,2020-05-17
gu,313,2020-05-17
kn,312,2020-05-17
ne,285,2020-05-17
te,254,2020-05-17
fa,220,2020-05-17
vi,212,2020-05-17
lv,194,2020-05-17
sl,146,2020-05-17
or,145,2020-05-17
ko,129,2020-05-17
cy,120,2020-05-17
eu,115,2020-05-17
hu,87,2020-05-17
no,86,2020-05-17
pa,72,2020-05-17
bg,54,2020-05-17
iw,50,2020-05-17
ps,30,2020-05-17
si,30,2020-05-17
is,28,2020-05-17
my,19,2020-05-17
hy,14,2020-05-17
sr,14,2020-05-17
am,11,2020-05-17
sd,9,2020-05-17
ckb,7,2020-05-17
km,4,2020-05-17
dv,3,2020-05-17
ka,2,2020-05-17
bo,1,2020-05-17
lo,1,2020-05-17
