lang,n,date
en,308901,2021-06-16
es,65870,2021-06-16
pt,37320,2021-06-16
in,25511,2021-06-16
fr,15780,2021-06-16
und,12337,2021-06-16
it,7834,2021-06-16
tr,7155,2021-06-16
ja,4490,2021-06-16
tl,4465,2021-06-16
de,4410,2021-06-16
nl,3196,2021-06-16
hi,2857,2021-06-16
ru,2197,2021-06-16
ca,1723,2021-06-16
pl,1408,2021-06-16
ar,704,2021-06-16
ta,645,2021-06-16
el,636,2021-06-16
th,632,2021-06-16
et,630,2021-06-16
sv,570,2021-06-16
zh,556,2021-06-16
ro,477,2021-06-16
cs,474,2021-06-16
lv,308,2021-06-16
mr,291,2021-06-16
ml,277,2021-06-16
ht,261,2021-06-16
kn,257,2021-06-16
uk,238,2021-06-16
bn,235,2021-06-16
or,232,2021-06-16
vi,226,2021-06-16
fi,219,2021-06-16
da,210,2021-06-16
ko,191,2021-06-16
gu,124,2021-06-16
te,124,2021-06-16
no,113,2021-06-16
sl,109,2021-06-16
ur,100,2021-06-16
cy,93,2021-06-16
lt,89,2021-06-16
eu,61,2021-06-16
ne,56,2021-06-16
is,54,2021-06-16
pa,51,2021-06-16
hu,47,2021-06-16
fa,43,2021-06-16
bg,38,2021-06-16
si,29,2021-06-16
my,25,2021-06-16
iw,12,2021-06-16
sr,11,2021-06-16
km,7,2021-06-16
lo,4,2021-06-16
ps,4,2021-06-16
dv,3,2021-06-16
hy,3,2021-06-16
ka,2,2021-06-16
ckb,1,2021-06-16
