lang,n,date
en,1394521,2020-03-25
es,439842,2020-03-25
pt,165937,2020-03-25
fr,106871,2020-03-25
und,103357,2020-03-25
it,53274,2020-03-25
in,48920,2020-03-25
tr,23063,2020-03-25
ca,22688,2020-03-25
tl,22159,2020-03-25
de,20714,2020-03-25
ja,17443,2020-03-25
nl,13116,2020-03-25
hi,12822,2020-03-25
ar,5041,2020-03-25
th,4857,2020-03-25
ro,4545,2020-03-25
ru,4492,2020-03-25
pl,2543,2020-03-25
lt,2308,2020-03-25
et,1974,2020-03-25
ta,1839,2020-03-25
sv,1758,2020-03-25
el,1661,2020-03-25
ur,1497,2020-03-25
zh,1477,2020-03-25
da,1474,2020-03-25
cs,1412,2020-03-25
fi,1299,2020-03-25
ht,1272,2020-03-25
mr,1065,2020-03-25
fa,849,2020-03-25
uk,830,2020-03-25
lv,797,2020-03-25
ml,774,2020-03-25
vi,693,2020-03-25
sl,581,2020-03-25
te,562,2020-03-25
ko,555,2020-03-25
bn,530,2020-03-25
gu,528,2020-03-25
kn,516,2020-03-25
cy,476,2020-03-25
no,475,2020-03-25
ne,426,2020-03-25
eu,354,2020-03-25
iw,201,2020-03-25
bg,197,2020-03-25
or,195,2020-03-25
pa,192,2020-03-25
hu,183,2020-03-25
is,145,2020-03-25
si,124,2020-03-25
sr,116,2020-03-25
ps,69,2020-03-25
am,53,2020-03-25
my,50,2020-03-25
hy,42,2020-03-25
ckb,37,2020-03-25
km,27,2020-03-25
ka,18,2020-03-25
lo,15,2020-03-25
sd,13,2020-03-25
dv,6,2020-03-25
bo,4,2020-03-25
