lang,n,date
en,367367,2020-08-26
es,114581,2020-08-26
pt,25486,2020-08-26
fr,20426,2020-08-26
in,19516,2020-08-26
und,17759,2020-08-26
it,16416,2020-08-26
tr,7968,2020-08-26
tl,5041,2020-08-26
ca,4862,2020-08-26
de,4762,2020-08-26
ja,4667,2020-08-26
hi,3161,2020-08-26
nl,2630,2020-08-26
ru,1867,2020-08-26
pl,1431,2020-08-26
et,895,2020-08-26
ar,822,2020-08-26
el,781,2020-08-26
ro,710,2020-08-26
ta,489,2020-08-26
sv,464,2020-08-26
cs,415,2020-08-26
zh,320,2020-08-26
uk,314,2020-08-26
mr,295,2020-08-26
th,294,2020-08-26
da,275,2020-08-26
ml,237,2020-08-26
lv,228,2020-08-26
lt,226,2020-08-26
fi,210,2020-08-26
te,209,2020-08-26
kn,198,2020-08-26
ht,187,2020-08-26
bn,178,2020-08-26
vi,165,2020-08-26
ur,152,2020-08-26
cy,131,2020-08-26
gu,130,2020-08-26
no,127,2020-08-26
ko,114,2020-08-26
sl,108,2020-08-26
or,104,2020-08-26
ne,96,2020-08-26
hu,95,2020-08-26
eu,90,2020-08-26
bg,63,2020-08-26
fa,57,2020-08-26
iw,50,2020-08-26
pa,48,2020-08-26
is,43,2020-08-26
my,31,2020-08-26
hy,14,2020-08-26
am,13,2020-08-26
sr,13,2020-08-26
ckb,8,2020-08-26
si,5,2020-08-26
ka,4,2020-08-26
dv,3,2020-08-26
km,3,2020-08-26
ps,1,2020-08-26
