lang,n,date
en,233581,2021-06-19
es,51122,2021-06-19
pt,35819,2021-06-19
in,29070,2021-06-19
und,10738,2021-06-19
fr,10627,2021-06-19
it,5976,2021-06-19
tr,4087,2021-06-19
ja,3940,2021-06-19
tl,3916,2021-06-19
de,3767,2021-06-19
hi,3009,2021-06-19
nl,2977,2021-06-19
ar,2344,2021-06-19
ru,1715,2021-06-19
pl,1087,2021-06-19
ca,1018,2021-06-19
ta,799,2021-06-19
et,689,2021-06-19
sv,601,2021-06-19
el,520,2021-06-19
th,443,2021-06-19
cs,378,2021-06-19
mr,375,2021-06-19
ro,371,2021-06-19
zh,360,2021-06-19
ht,277,2021-06-19
bn,271,2021-06-19
te,266,2021-06-19
kn,264,2021-06-19
vi,258,2021-06-19
ml,242,2021-06-19
lv,202,2021-06-19
da,196,2021-06-19
or,170,2021-06-19
gu,165,2021-06-19
ur,160,2021-06-19
fi,158,2021-06-19
uk,147,2021-06-19
no,131,2021-06-19
ko,125,2021-06-19
sl,91,2021-06-19
ne,73,2021-06-19
fa,54,2021-06-19
lt,51,2021-06-19
cy,48,2021-06-19
si,37,2021-06-19
pa,36,2021-06-19
eu,35,2021-06-19
bg,34,2021-06-19
hu,33,2021-06-19
iw,31,2021-06-19
is,30,2021-06-19
ps,10,2021-06-19
lo,9,2021-06-19
sr,9,2021-06-19
my,7,2021-06-19
km,4,2021-06-19
dv,3,2021-06-19
hy,3,2021-06-19
am,2,2021-06-19
bo,1,2021-06-19
sd,1,2021-06-19
