lang,n,date
en,385321,2020-10-10
es,71727,2020-10-10
fr,20108,2020-10-10
pt,18294,2020-10-10
und,17332,2020-10-10
it,14154,2020-10-10
in,12765,2020-10-10
de,5679,2020-10-10
nl,4235,2020-10-10
pl,3878,2020-10-10
tr,3364,2020-10-10
tl,3347,2020-10-10
ja,2937,2020-10-10
ca,2839,2020-10-10
ru,2085,2020-10-10
hi,1638,2020-10-10
cs,1484,2020-10-10
ar,898,2020-10-10
ro,810,2020-10-10
et,638,2020-10-10
el,575,2020-10-10
sv,436,2020-10-10
ta,318,2020-10-10
uk,313,2020-10-10
zh,298,2020-10-10
lv,268,2020-10-10
th,248,2020-10-10
fi,214,2020-10-10
da,201,2020-10-10
sl,199,2020-10-10
lt,193,2020-10-10
mr,160,2020-10-10
ur,152,2020-10-10
ml,142,2020-10-10
vi,132,2020-10-10
bn,120,2020-10-10
cy,119,2020-10-10
ht,119,2020-10-10
gu,110,2020-10-10
iw,110,2020-10-10
no,108,2020-10-10
or,108,2020-10-10
kn,101,2020-10-10
fa,96,2020-10-10
hu,96,2020-10-10
te,87,2020-10-10
ko,83,2020-10-10
is,68,2020-10-10
bg,65,2020-10-10
eu,56,2020-10-10
ne,51,2020-10-10
si,44,2020-10-10
my,22,2020-10-10
sr,17,2020-10-10
pa,10,2020-10-10
ps,4,2020-10-10
am,1,2020-10-10
hy,1,2020-10-10
ka,1,2020-10-10
lo,1,2020-10-10
