lang,n,date
en,462033,2020-06-29
es,132301,2020-06-29
pt,41121,2020-06-29
und,22919,2020-06-29
fr,15971,2020-06-29
in,14368,2020-06-29
it,8308,2020-06-29
tl,7354,2020-06-29
ja,5204,2020-06-29
de,4225,2020-06-29
tr,4107,2020-06-29
ca,3704,2020-06-29
hi,3625,2020-06-29
ru,2210,2020-06-29
nl,2039,2020-06-29
ar,1694,2020-06-29
ta,1103,2020-06-29
ro,1068,2020-06-29
sv,783,2020-06-29
et,781,2020-06-29
el,664,2020-06-29
pl,642,2020-06-29
th,494,2020-06-29
mr,410,2020-06-29
lt,387,2020-06-29
cs,381,2020-06-29
kn,358,2020-06-29
ur,339,2020-06-29
zh,323,2020-06-29
ml,268,2020-06-29
bn,266,2020-06-29
uk,254,2020-06-29
gu,227,2020-06-29
te,227,2020-06-29
da,214,2020-06-29
ht,191,2020-06-29
sl,190,2020-06-29
lv,186,2020-06-29
fi,184,2020-06-29
cy,147,2020-06-29
fa,124,2020-06-29
vi,124,2020-06-29
eu,115,2020-06-29
ko,108,2020-06-29
no,107,2020-06-29
or,106,2020-06-29
hu,98,2020-06-29
iw,71,2020-06-29
pa,67,2020-06-29
bg,65,2020-06-29
ne,53,2020-06-29
sr,44,2020-06-29
is,29,2020-06-29
hy,22,2020-06-29
si,12,2020-06-29
ckb,11,2020-06-29
my,9,2020-06-29
km,8,2020-06-29
ka,7,2020-06-29
ps,6,2020-06-29
am,5,2020-06-29
lo,3,2020-06-29
sd,3,2020-06-29
bo,1,2020-06-29
