lang,n,date
en,370258,2021-09-15
es,42587,2021-09-15
pt,18522,2021-09-15
in,15493,2021-09-15
fr,15424,2021-09-15
und,13778,2021-09-15
it,8864,2021-09-15
de,6622,2021-09-15
tl,5052,2021-09-15
tr,4996,2021-09-15
ja,4367,2021-09-15
nl,4140,2021-09-15
pl,1739,2021-09-15
ca,1322,2021-09-15
ru,1244,2021-09-15
hi,942,2021-09-15
el,900,2021-09-15
cs,770,2021-09-15
ro,544,2021-09-15
th,539,2021-09-15
sv,514,2021-09-15
ar,502,2021-09-15
et,458,2021-09-15
zh,444,2021-09-15
lv,373,2021-09-15
sl,296,2021-09-15
uk,271,2021-09-15
fi,251,2021-09-15
ta,240,2021-09-15
vi,206,2021-09-15
da,175,2021-09-15
ht,148,2021-09-15
ml,127,2021-09-15
bn,118,2021-09-15
hu,112,2021-09-15
mr,108,2021-09-15
ur,95,2021-09-15
no,92,2021-09-15
cy,80,2021-09-15
ko,80,2021-09-15
lt,68,2021-09-15
fa,66,2021-09-15
kn,66,2021-09-15
te,66,2021-09-15
iw,64,2021-09-15
gu,55,2021-09-15
bg,54,2021-09-15
si,45,2021-09-15
eu,43,2021-09-15
or,42,2021-09-15
is,20,2021-09-15
ne,16,2021-09-15
pa,15,2021-09-15
sr,15,2021-09-15
my,13,2021-09-15
am,6,2021-09-15
hy,5,2021-09-15
ka,2,2021-09-15
bo,1,2021-09-15
km,1,2021-09-15
