lang,n,date
en,379517,2022-01-21
es,82805,2022-01-21
pt,53143,2022-01-21
fr,29394,2022-01-21
und,14579,2022-01-21
it,13889,2022-01-21
in,8629,2022-01-21
de,7726,2022-01-21
tr,5736,2022-01-21
ja,4789,2022-01-21
nl,4689,2022-01-21
tl,4523,2022-01-21
pl,3981,2022-01-21
ca,2588,2022-01-21
hi,2026,2022-01-21
ru,1428,2022-01-21
sv,1236,2022-01-21
el,906,2022-01-21
cs,900,2022-01-21
et,747,2022-01-21
ar,581,2022-01-21
ro,577,2022-01-21
da,476,2022-01-21
ta,434,2022-01-21
th,413,2022-01-21
zh,404,2022-01-21
fi,358,2022-01-21
ml,355,2022-01-21
lv,276,2022-01-21
uk,244,2022-01-21
no,224,2022-01-21
ur,222,2022-01-21
ht,217,2022-01-21
kn,212,2022-01-21
sl,204,2022-01-21
bn,196,2022-01-21
te,168,2022-01-21
mr,160,2022-01-21
gu,154,2022-01-21
hu,128,2022-01-21
ko,120,2022-01-21
cy,118,2022-01-21
vi,115,2022-01-21
is,105,2022-01-21
lt,70,2022-01-21
iw,68,2022-01-21
bg,67,2022-01-21
ne,61,2022-01-21
or,56,2022-01-21
eu,47,2022-01-21
fa,31,2022-01-21
sr,24,2022-01-21
pa,17,2022-01-21
si,10,2022-01-21
hy,4,2022-01-21
lo,4,2022-01-21
am,3,2022-01-21
my,3,2022-01-21
km,2,2022-01-21
ckb,1,2022-01-21
sd,1,2022-01-21
