lang,n,date
en,889435,2020-04-05
es,255046,2020-04-05
und,77666,2020-04-05
pt,67710,2020-04-05
fr,62030,2020-04-05
in,36267,2020-04-05
it,33533,2020-04-05
ja,19810,2020-04-05
hi,16628,2020-04-05
tr,16384,2020-04-05
de,12788,2020-04-05
ca,11797,2020-04-05
tl,11087,2020-04-05
ar,7300,2020-04-05
nl,6281,2020-04-05
ru,3669,2020-04-05
th,2937,2020-04-05
ro,2599,2020-04-05
pl,2234,2020-04-05
el,1894,2020-04-05
ta,1706,2020-04-05
et,1358,2020-04-05
ur,1323,2020-04-05
da,1297,2020-04-05
sv,1264,2020-04-05
lt,1225,2020-04-05
zh,1175,2020-04-05
mr,979,2020-04-05
cs,921,2020-04-05
ht,887,2020-04-05
fa,783,2020-04-05
fi,694,2020-04-05
uk,639,2020-04-05
vi,570,2020-04-05
te,567,2020-04-05
bn,549,2020-04-05
kn,546,2020-04-05
ml,520,2020-04-05
lv,448,2020-04-05
gu,408,2020-04-05
ko,396,2020-04-05
ne,391,2020-04-05
sl,389,2020-04-05
no,369,2020-04-05
cy,255,2020-04-05
iw,208,2020-04-05
or,208,2020-04-05
eu,203,2020-04-05
pa,174,2020-04-05
bg,131,2020-04-05
hu,117,2020-04-05
si,104,2020-04-05
sr,94,2020-04-05
is,84,2020-04-05
ps,81,2020-04-05
am,39,2020-04-05
ckb,32,2020-04-05
my,32,2020-04-05
lo,15,2020-04-05
sd,14,2020-04-05
hy,11,2020-04-05
ka,10,2020-04-05
km,8,2020-04-05
dv,7,2020-04-05
bo,1,2020-04-05
