lang,n,date
en,480826,2020-12-06
es,55233,2020-12-06
pt,25630,2020-12-06
in,19017,2020-12-06
und,17602,2020-12-06
fr,16227,2020-12-06
it,11907,2020-12-06
tr,10102,2020-12-06
de,9543,2020-12-06
tl,5242,2020-12-06
ja,3765,2020-12-06
nl,2867,2020-12-06
ca,1933,2020-12-06
pl,1729,2020-12-06
ru,1659,2020-12-06
hi,1530,2020-12-06
el,1436,2020-12-06
cs,981,2020-12-06
sv,814,2020-12-06
ro,792,2020-12-06
et,785,2020-12-06
ar,518,2020-12-06
da,438,2020-12-06
th,347,2020-12-06
lv,328,2020-12-06
sl,276,2020-12-06
ht,261,2020-12-06
zh,249,2020-12-06
ta,232,2020-12-06
uk,230,2020-12-06
ur,215,2020-12-06
ko,204,2020-12-06
lt,186,2020-12-06
fi,175,2020-12-06
no,151,2020-12-06
mr,135,2020-12-06
vi,134,2020-12-06
ml,121,2020-12-06
hu,117,2020-12-06
gu,100,2020-12-06
iw,94,2020-12-06
cy,92,2020-12-06
fa,84,2020-12-06
bn,76,2020-12-06
kn,76,2020-12-06
is,64,2020-12-06
bg,57,2020-12-06
te,56,2020-12-06
eu,41,2020-12-06
or,40,2020-12-06
si,37,2020-12-06
ne,32,2020-12-06
my,15,2020-12-06
sr,13,2020-12-06
hy,9,2020-12-06
ka,9,2020-12-06
pa,9,2020-12-06
km,6,2020-12-06
ps,4,2020-12-06
am,2,2020-12-06
dv,1,2020-12-06
lo,1,2020-12-06
