lang,n,date
en,292329,2020-08-22
es,90160,2020-08-22
pt,20537,2020-08-22
und,15594,2020-08-22
fr,15578,2020-08-22
in,10970,2020-08-22
it,10970,2020-08-22
tr,6033,2020-08-22
tl,5003,2020-08-22
ja,3917,2020-08-22
ca,3792,2020-08-22
de,3729,2020-08-22
hi,2271,2020-08-22
nl,2076,2020-08-22
ru,1374,2020-08-22
pl,1349,2020-08-22
et,868,2020-08-22
el,688,2020-08-22
ro,545,2020-08-22
ar,504,2020-08-22
cs,394,2020-08-22
ta,392,2020-08-22
sv,385,2020-08-22
th,243,2020-08-22
uk,236,2020-08-22
ml,233,2020-08-22
vi,220,2020-08-22
zh,218,2020-08-22
da,213,2020-08-22
lt,213,2020-08-22
mr,187,2020-08-22
fi,184,2020-08-22
kn,147,2020-08-22
bn,146,2020-08-22
ht,141,2020-08-22
ur,140,2020-08-22
te,136,2020-08-22
ko,131,2020-08-22
lv,113,2020-08-22
gu,106,2020-08-22
ne,102,2020-08-22
sl,101,2020-08-22
or,91,2020-08-22
hu,86,2020-08-22
no,84,2020-08-22
fa,65,2020-08-22
eu,64,2020-08-22
cy,61,2020-08-22
bg,45,2020-08-22
pa,44,2020-08-22
is,34,2020-08-22
iw,18,2020-08-22
my,18,2020-08-22
si,10,2020-08-22
hy,5,2020-08-22
ps,4,2020-08-22
sr,4,2020-08-22
am,3,2020-08-22
ka,2,2020-08-22
dv,1,2020-08-22
km,1,2020-08-22
lo,1,2020-08-22
