lang,n,date
en,390512,2021-05-17
es,68827,2021-05-17
pt,38815,2021-05-17
in,27282,2021-05-17
fr,17106,2021-05-17
und,14199,2021-05-17
it,8932,2021-05-17
hi,8078,2021-05-17
tl,6224,2021-05-17
de,6009,2021-05-17
ja,5231,2021-05-17
tr,4873,2021-05-17
nl,3187,2021-05-17
ca,1630,2021-05-17
pl,1572,2021-05-17
ta,1531,2021-05-17
et,1419,2021-05-17
ru,1353,2021-05-17
el,1000,2021-05-17
th,889,2021-05-17
ro,743,2021-05-17
sv,676,2021-05-17
cs,666,2021-05-17
ht,607,2021-05-17
zh,580,2021-05-17
mr,562,2021-05-17
ar,546,2021-05-17
kn,543,2021-05-17
ml,532,2021-05-17
bn,478,2021-05-17
te,448,2021-05-17
lv,357,2021-05-17
da,316,2021-05-17
or,289,2021-05-17
fi,259,2021-05-17
uk,251,2021-05-17
gu,238,2021-05-17
vi,230,2021-05-17
ur,228,2021-05-17
ne,212,2021-05-17
cy,137,2021-05-17
sl,132,2021-05-17
ko,127,2021-05-17
hu,122,2021-05-17
pa,119,2021-05-17
no,101,2021-05-17
lt,84,2021-05-17
eu,75,2021-05-17
si,60,2021-05-17
bg,50,2021-05-17
fa,48,2021-05-17
is,41,2021-05-17
km,17,2021-05-17
my,12,2021-05-17
iw,11,2021-05-17
hy,3,2021-05-17
ka,3,2021-05-17
lo,3,2021-05-17
sr,3,2021-05-17
ckb,2,2021-05-17
ps,2,2021-05-17
am,1,2021-05-17
bo,1,2021-05-17
dv,1,2021-05-17
