lang,n,date
en,324277,2021-09-29
es,42091,2021-09-29
pt,26945,2021-09-29
fr,13087,2021-09-29
und,12300,2021-09-29
in,9212,2021-09-29
it,7139,2021-09-29
de,5569,2021-09-29
ja,4623,2021-09-29
tr,4384,2021-09-29
tl,3811,2021-09-29
nl,3514,2021-09-29
pl,1816,2021-09-29
ru,1476,2021-09-29
ca,1333,2021-09-29
el,1138,2021-09-29
hi,1088,2021-09-29
ro,744,2021-09-29
sv,639,2021-09-29
zh,520,2021-09-29
cs,433,2021-09-29
th,394,2021-09-29
et,392,2021-09-29
uk,391,2021-09-29
lv,383,2021-09-29
ar,353,2021-09-29
sl,331,2021-09-29
da,303,2021-09-29
ta,253,2021-09-29
ur,247,2021-09-29
vi,201,2021-09-29
fi,172,2021-09-29
ht,116,2021-09-29
bn,109,2021-09-29
hu,101,2021-09-29
ml,98,2021-09-29
mr,94,2021-09-29
iw,86,2021-09-29
ko,84,2021-09-29
gu,83,2021-09-29
no,79,2021-09-29
cy,77,2021-09-29
kn,76,2021-09-29
te,68,2021-09-29
lt,56,2021-09-29
si,55,2021-09-29
fa,48,2021-09-29
is,45,2021-09-29
bg,41,2021-09-29
eu,34,2021-09-29
or,34,2021-09-29
sr,29,2021-09-29
ne,15,2021-09-29
pa,14,2021-09-29
hy,9,2021-09-29
lo,6,2021-09-29
my,5,2021-09-29
am,3,2021-09-29
km,2,2021-09-29
bo,1,2021-09-29
ka,1,2021-09-29
ps,1,2021-09-29
