lang,n,date
en,425660,2020-08-05
es,134365,2020-08-05
pt,35430,2020-08-05
und,20961,2020-08-05
fr,17130,2020-08-05
in,16176,2020-08-05
it,7701,2020-08-05
tl,6830,2020-08-05
tr,6369,2020-08-05
ja,5983,2020-08-05
de,4631,2020-08-05
ca,4495,2020-08-05
nl,2822,2020-08-05
hi,2027,2020-08-05
ru,1817,2020-08-05
pl,1341,2020-08-05
el,937,2020-08-05
ro,833,2020-08-05
et,736,2020-08-05
ar,654,2020-08-05
ta,593,2020-08-05
sv,450,2020-08-05
vi,380,2020-08-05
zh,353,2020-08-05
cs,329,2020-08-05
th,326,2020-08-05
ml,278,2020-08-05
uk,272,2020-08-05
lt,259,2020-08-05
da,252,2020-08-05
fi,239,2020-08-05
lv,210,2020-08-05
mr,189,2020-08-05
bn,166,2020-08-05
te,165,2020-08-05
ht,156,2020-08-05
cy,147,2020-08-05
kn,139,2020-08-05
no,125,2020-08-05
gu,115,2020-08-05
or,105,2020-08-05
ur,103,2020-08-05
ko,101,2020-08-05
hu,96,2020-08-05
fa,84,2020-08-05
sl,82,2020-08-05
bg,72,2020-08-05
eu,72,2020-08-05
ne,63,2020-08-05
iw,47,2020-08-05
is,45,2020-08-05
pa,43,2020-08-05
sr,33,2020-08-05
am,14,2020-08-05
ps,12,2020-08-05
hy,11,2020-08-05
my,7,2020-08-05
si,7,2020-08-05
km,5,2020-08-05
lo,5,2020-08-05
ckb,3,2020-08-05
dv,2,2020-08-05
ka,2,2020-08-05
bo,1,2020-08-05
