lang,n,date
en,515812,2021-01-01
es,80342,2021-01-01
pt,51514,2021-01-01
fr,20969,2021-01-01
und,15538,2021-01-01
in,14231,2021-01-01
it,10994,2021-01-01
de,7559,2021-01-01
tr,5829,2021-01-01
tl,4258,2021-01-01
nl,3994,2021-01-01
ja,3727,2021-01-01
ca,2954,2021-01-01
pl,1780,2021-01-01
hi,1555,2021-01-01
ru,1117,2021-01-01
th,1025,2021-01-01
sv,908,2021-01-01
el,860,2021-01-01
cs,831,2021-01-01
et,825,2021-01-01
ro,781,2021-01-01
ar,505,2021-01-01
zh,454,2021-01-01
da,383,2021-01-01
ht,321,2021-01-01
lv,270,2021-01-01
fi,241,2021-01-01
ta,217,2021-01-01
mr,179,2021-01-01
ml,174,2021-01-01
uk,165,2021-01-01
ur,159,2021-01-01
no,153,2021-01-01
sl,151,2021-01-01
lt,146,2021-01-01
kn,130,2021-01-01
ko,114,2021-01-01
bn,109,2021-01-01
hu,108,2021-01-01
gu,105,2021-01-01
vi,103,2021-01-01
cy,99,2021-01-01
te,95,2021-01-01
is,65,2021-01-01
fa,64,2021-01-01
iw,54,2021-01-01
or,50,2021-01-01
bg,47,2021-01-01
eu,45,2021-01-01
si,29,2021-01-01
ne,24,2021-01-01
pa,19,2021-01-01
my,9,2021-01-01
sr,9,2021-01-01
ka,7,2021-01-01
lo,5,2021-01-01
am,4,2021-01-01
ckb,4,2021-01-01
km,4,2021-01-01
bo,2,2021-01-01
hy,2,2021-01-01
ps,2,2021-01-01
