lang,n,date
en,379616,2020-08-28
es,107316,2020-08-28
pt,24894,2020-08-28
fr,22040,2020-08-28
in,21715,2020-08-28
und,16158,2020-08-28
it,12290,2020-08-28
tr,7550,2020-08-28
tl,5294,2020-08-28
ca,4862,2020-08-28
de,4530,2020-08-28
ja,3845,2020-08-28
hi,3008,2020-08-28
nl,2176,2020-08-28
ru,1693,2020-08-28
pl,1194,2020-08-28
et,906,2020-08-28
ar,694,2020-08-28
el,658,2020-08-28
ro,610,2020-08-28
ta,529,2020-08-28
sv,458,2020-08-28
cs,368,2020-08-28
uk,289,2020-08-28
da,288,2020-08-28
mr,278,2020-08-28
lt,271,2020-08-28
th,245,2020-08-28
zh,234,2020-08-28
te,206,2020-08-28
ml,192,2020-08-28
kn,187,2020-08-28
lv,164,2020-08-28
gu,163,2020-08-28
bn,162,2020-08-28
vi,156,2020-08-28
ko,154,2020-08-28
fi,151,2020-08-28
ht,141,2020-08-28
cy,139,2020-08-28
sl,131,2020-08-28
eu,123,2020-08-28
hu,114,2020-08-28
ne,109,2020-08-28
ur,100,2020-08-28
or,90,2020-08-28
no,85,2020-08-28
bg,70,2020-08-28
pa,49,2020-08-28
fa,47,2020-08-28
iw,44,2020-08-28
is,31,2020-08-28
my,20,2020-08-28
hy,9,2020-08-28
si,8,2020-08-28
am,7,2020-08-28
sr,5,2020-08-28
km,3,2020-08-28
lo,3,2020-08-28
bo,2,2020-08-28
ckb,2,2020-08-28
ps,2,2020-08-28
