lang,n,date
en,565678,2020-11-30
es,74122,2020-11-30
pt,39851,2020-11-30
in,23260,2020-11-30
fr,18456,2020-11-30
und,18077,2020-11-30
tr,16131,2020-11-30
it,13010,2020-11-30
de,8294,2020-11-30
tl,6261,2020-11-30
ja,4317,2020-11-30
nl,4102,2020-11-30
ca,3230,2020-11-30
ru,2877,2020-11-30
el,2646,2020-11-30
hi,2083,2020-11-30
pl,2079,2020-11-30
sv,917,2020-11-30
et,894,2020-11-30
ro,854,2020-11-30
cs,653,2020-11-30
ar,600,2020-11-30
th,531,2020-11-30
lv,499,2020-11-30
uk,490,2020-11-30
ko,468,2020-11-30
ta,400,2020-11-30
ur,368,2020-11-30
da,341,2020-11-30
ht,310,2020-11-30
fi,303,2020-11-30
zh,294,2020-11-30
sl,240,2020-11-30
vi,205,2020-11-30
no,176,2020-11-30
cy,171,2020-11-30
gu,166,2020-11-30
lt,161,2020-11-30
mr,146,2020-11-30
hu,128,2020-11-30
bg,126,2020-11-30
ml,125,2020-11-30
bn,121,2020-11-30
fa,104,2020-11-30
te,87,2020-11-30
eu,80,2020-11-30
is,77,2020-11-30
kn,76,2020-11-30
or,69,2020-11-30
iw,63,2020-11-30
ne,37,2020-11-30
si,30,2020-11-30
my,24,2020-11-30
sr,22,2020-11-30
ka,14,2020-11-30
hy,13,2020-11-30
km,12,2020-11-30
pa,6,2020-11-30
am,4,2020-11-30
lo,4,2020-11-30
ps,4,2020-11-30
ckb,1,2020-11-30
sd,1,2020-11-30
