lang,n,date
en,421899,2021-04-12
es,107849,2021-04-12
pt,52570,2021-04-12
fr,22026,2021-04-12
und,17658,2021-04-12
de,15341,2021-04-12
it,13632,2021-04-12
in,11437,2021-04-12
tl,9284,2021-04-12
hi,9078,2021-04-12
tr,8956,2021-04-12
nl,5947,2021-04-12
ja,4378,2021-04-12
pl,2615,2021-04-12
ca,2534,2021-04-12
ru,1414,2021-04-12
el,1374,2021-04-12
et,1331,2021-04-12
mr,1258,2021-04-12
th,1233,2021-04-12
ro,872,2021-04-12
sv,848,2021-04-12
cs,786,2021-04-12
ta,768,2021-04-12
gu,681,2021-04-12
ar,538,2021-04-12
ht,489,2021-04-12
lv,447,2021-04-12
da,425,2021-04-12
fi,372,2021-04-12
zh,369,2021-04-12
uk,302,2021-04-12
ur,282,2021-04-12
kn,275,2021-04-12
ml,266,2021-04-12
no,258,2021-04-12
sl,254,2021-04-12
bn,241,2021-04-12
te,232,2021-04-12
hu,163,2021-04-12
or,137,2021-04-12
vi,125,2021-04-12
lt,123,2021-04-12
cy,119,2021-04-12
ko,105,2021-04-12
pa,87,2021-04-12
eu,78,2021-04-12
bg,71,2021-04-12
fa,63,2021-04-12
ne,63,2021-04-12
is,50,2021-04-12
iw,38,2021-04-12
sr,30,2021-04-12
my,16,2021-04-12
km,10,2021-04-12
si,10,2021-04-12
hy,8,2021-04-12
ka,4,2021-04-12
lo,4,2021-04-12
ps,4,2021-04-12
am,2,2021-04-12
ckb,1,2021-04-12
