lang,n,date
en,524257,2020-11-15
es,61899,2020-11-15
pt,26971,2020-11-15
fr,25512,2020-11-15
in,19493,2020-11-15
it,19459,2020-11-15
und,19074,2020-11-15
de,11014,2020-11-15
tr,8190,2020-11-15
tl,5299,2020-11-15
ja,3321,2020-11-15
nl,2976,2020-11-15
el,2610,2020-11-15
ca,2430,2020-11-15
pl,2041,2020-11-15
ru,1727,2020-11-15
hi,1552,2020-11-15
ar,920,2020-11-15
sv,897,2020-11-15
cs,826,2020-11-15
et,802,2020-11-15
ro,679,2020-11-15
da,479,2020-11-15
sl,320,2020-11-15
ht,314,2020-11-15
fi,273,2020-11-15
uk,268,2020-11-15
no,259,2020-11-15
lv,257,2020-11-15
zh,236,2020-11-15
th,204,2020-11-15
lt,191,2020-11-15
ta,181,2020-11-15
ur,151,2020-11-15
hu,141,2020-11-15
ko,131,2020-11-15
mr,129,2020-11-15
bg,106,2020-11-15
ml,101,2020-11-15
cy,93,2020-11-15
gu,89,2020-11-15
bn,76,2020-11-15
vi,76,2020-11-15
fa,74,2020-11-15
te,74,2020-11-15
kn,73,2020-11-15
eu,64,2020-11-15
iw,55,2020-11-15
or,54,2020-11-15
si,49,2020-11-15
ne,41,2020-11-15
is,36,2020-11-15
my,18,2020-11-15
sr,12,2020-11-15
hy,8,2020-11-15
pa,7,2020-11-15
ckb,3,2020-11-15
ps,3,2020-11-15
am,2,2020-11-15
ka,1,2020-11-15
km,1,2020-11-15
lo,1,2020-11-15
