lang,n,date
en,445135,2021-02-24
es,76534,2021-02-24
pt,44605,2021-02-24
fr,24566,2021-02-24
in,17149,2021-02-24
und,14921,2021-02-24
it,14118,2021-02-24
de,10354,2021-02-24
nl,6277,2021-02-24
tr,5015,2021-02-24
tl,3945,2021-02-24
ja,3563,2021-02-24
ca,3013,2021-02-24
pl,2627,2021-02-24
el,2339,2021-02-24
cs,2323,2021-02-24
ru,1620,2021-02-24
hi,1392,2021-02-24
sv,1040,2021-02-24
ro,873,2021-02-24
da,723,2021-02-24
et,648,2021-02-24
ar,581,2021-02-24
lv,550,2021-02-24
th,509,2021-02-24
mr,418,2021-02-24
uk,401,2021-02-24
fi,387,2021-02-24
ht,260,2021-02-24
zh,256,2021-02-24
vi,233,2021-02-24
ta,173,2021-02-24
hu,160,2021-02-24
no,143,2021-02-24
ml,142,2021-02-24
cy,135,2021-02-24
sl,123,2021-02-24
bn,99,2021-02-24
ur,98,2021-02-24
lt,97,2021-02-24
gu,96,2021-02-24
bg,88,2021-02-24
te,82,2021-02-24
ko,79,2021-02-24
eu,78,2021-02-24
kn,77,2021-02-24
iw,57,2021-02-24
fa,48,2021-02-24
or,45,2021-02-24
is,40,2021-02-24
my,39,2021-02-24
pa,28,2021-02-24
sr,23,2021-02-24
si,13,2021-02-24
ne,8,2021-02-24
ka,6,2021-02-24
ckb,5,2021-02-24
km,5,2021-02-24
ps,5,2021-02-24
am,4,2021-02-24
bo,4,2021-02-24
hy,3,2021-02-24
dv,1,2021-02-24
sd,1,2021-02-24
