lang,n,date
en,307105,2021-04-03
es,91752,2021-04-03
pt,54545,2021-04-03
fr,19971,2021-04-03
und,13587,2021-04-03
de,13227,2021-04-03
tl,12395,2021-04-03
it,11436,2021-04-03
in,8847,2021-04-03
tr,7326,2021-04-03
hi,3741,2021-04-03
nl,3622,2021-04-03
ja,3128,2021-04-03
pl,2513,2021-04-03
ca,2230,2021-04-03
el,1579,2021-04-03
ru,1091,2021-04-03
mr,966,2021-04-03
et,893,2021-04-03
cs,821,2021-04-03
ro,743,2021-04-03
sv,646,2021-04-03
ar,493,2021-04-03
gu,481,2021-04-03
ur,376,2021-04-03
ta,364,2021-04-03
zh,328,2021-04-03
ht,308,2021-04-03
fi,303,2021-04-03
lv,288,2021-04-03
ml,247,2021-04-03
da,246,2021-04-03
kn,236,2021-04-03
bn,235,2021-04-03
th,222,2021-04-03
uk,217,2021-04-03
sl,215,2021-04-03
te,169,2021-04-03
or,136,2021-04-03
hu,135,2021-04-03
no,130,2021-04-03
cy,122,2021-04-03
lt,104,2021-04-03
is,94,2021-04-03
vi,88,2021-04-03
ko,80,2021-04-03
fa,57,2021-04-03
eu,55,2021-04-03
bg,44,2021-04-03
pa,31,2021-04-03
iw,24,2021-04-03
sr,22,2021-04-03
ne,14,2021-04-03
si,10,2021-04-03
my,8,2021-04-03
ps,6,2021-04-03
ckb,5,2021-04-03
hy,4,2021-04-03
km,3,2021-04-03
am,2,2021-04-03
bo,2,2021-04-03
