lang,n,date
en,680180,2020-05-14
es,203212,2020-05-14
pt,73261,2020-05-14
und,42645,2020-05-14
fr,40209,2020-05-14
in,33901,2020-05-14
it,17855,2020-05-14
ja,10352,2020-05-14
tr,10059,2020-05-14
de,8623,2020-05-14
ca,8499,2020-05-14
tl,8071,2020-05-14
hi,6649,2020-05-14
ru,4752,2020-05-14
nl,4501,2020-05-14
ar,2442,2020-05-14
ro,1566,2020-05-14
pl,1407,2020-05-14
sv,1190,2020-05-14
et,1140,2020-05-14
el,1095,2020-05-14
ta,1071,2020-05-14
th,1009,2020-05-14
ur,685,2020-05-14
zh,674,2020-05-14
mr,647,2020-05-14
cs,565,2020-05-14
da,564,2020-05-14
lt,562,2020-05-14
uk,514,2020-05-14
fi,475,2020-05-14
ml,413,2020-05-14
fa,411,2020-05-14
lv,376,2020-05-14
bn,368,2020-05-14
ht,346,2020-05-14
kn,345,2020-05-14
gu,330,2020-05-14
vi,329,2020-05-14
te,284,2020-05-14
cy,276,2020-05-14
ko,210,2020-05-14
no,197,2020-05-14
sl,181,2020-05-14
eu,168,2020-05-14
or,164,2020-05-14
ne,160,2020-05-14
bg,115,2020-05-14
hu,106,2020-05-14
iw,101,2020-05-14
pa,87,2020-05-14
si,56,2020-05-14
is,47,2020-05-14
ps,33,2020-05-14
sr,32,2020-05-14
my,30,2020-05-14
sd,25,2020-05-14
hy,22,2020-05-14
am,16,2020-05-14
ckb,13,2020-05-14
km,11,2020-05-14
ka,10,2020-05-14
dv,6,2020-05-14
bo,5,2020-05-14
lo,4,2020-05-14
